image,label,class_name,split,split_dupaware,split_neardup,sha256,dup_group,neardup_group
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_011.jpg,0,Acute_Otitis_Media,val,train,train,a3c0862713061e63fe18df91587fbbfe10d2e89dd1c17077102a09554ed5775b,1840,10
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_012.jpg,0,Acute_Otitis_Media,train,train,train,cf4eb68ea7af8a15393f704448c4dea15bdbafe120437da13d7c8f6115327f76,2344,11
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_013.jpg,0,Acute_Otitis_Media,val,train,train,b0b95e01a86fdf93235880ff4f5934417ee0fdbf4312681b8dc7950f564141a9,1987,12
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_014.jpg,0,Acute_Otitis_Media,test,train,train,f465cf787658cf6f12b69119a4cc755b030e9b4969af635bade2f3cf91dbee22,2767,8
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_015.jpg,0,Acute_Otitis_Media,train,train,train,f465cf787658cf6f12b69119a4cc755b030e9b4969af635bade2f3cf91dbee22,2767,8
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_016.jpg,0,Acute_Otitis_Media,train,train,train,774bc1d7aa24580ab5aba46be74772b30e49c9844bd03c84b5acd4619070805c,1338,13
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_017.jpg,0,Acute_Otitis_Media,train,train,train,e673dde93942cc7cf6dda0b4f7b93017d7fc99b22500bbd78ac6fb2be29ea910,2602,14
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_018.jpg,0,Acute_Otitis_Media,val,train,train,e673dde93942cc7cf6dda0b4f7b93017d7fc99b22500bbd78ac6fb2be29ea910,2602,14
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_019.jpg,0,Acute_Otitis_Media,train,val,train,a09bbaaba2295d9d1a8dcfc9b78eb7bead3d82f22f36d39db36cb8b27569ce2b,1807,15
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_020.jpg,0,Acute_Otitis_Media,val,train,val,d6c373b10911df51d373b8110292d372f2ed64a5de929ea3764d05396c9d504b,2415,16
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_021.jpg,0,Acute_Otitis_Media,train,train,train,157ca561faaace55849d4c8e1794e64f6ec08e2cf892bbb6d88bc8fbd5d70a8c,234,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_022.jpg,0,Acute_Otitis_Media,train,val,train,21041a43a9b464150cafc836d2f853bcdd90c13c06b165e1ae293334789ba51d,376,17
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_023.jpg,0,Acute_Otitis_Media,val,train,train,85626affc0f99b55ceb97c12e3685989b6a5780e5f2284eacdb17b90da6df436,1509,18
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_024.jpg,0,Acute_Otitis_Media,train,train,val,4b3c89f1905d55578d463617ffcd435cf245c38efc8f5d2eba0bcea232295290,849,19
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_025.jpg,0,Acute_Otitis_Media,train,train,val,4b3c89f1905d55578d463617ffcd435cf245c38efc8f5d2eba0bcea232295290,849,19
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_026.jpg,0,Acute_Otitis_Media,train,train,test,230b617faa1f0cbc3fb1538a71ebdee0ee012d946e61bfcb23039da45b29f82b,402,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_027.jpg,0,Acute_Otitis_Media,train,train,train,c864515c661eeff2c7400f69c8d81529816f8b2694a01ad72cb4fd06ce4d648e,2265,21
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_028.jpg,0,Acute_Otitis_Media,train,train,train,c864515c661eeff2c7400f69c8d81529816f8b2694a01ad72cb4fd06ce4d648e,2265,21
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_029.jpg,0,Acute_Otitis_Media,train,train,train,1bacda42476aee554c778c2489bf5671f8f7f8d97fd43f53224a8b425c2f9498,326,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_030.jpg,0,Acute_Otitis_Media,train,train,train,b0b280812b9553067984ba2c2e824df552091ecd95659c353ea300580ad7b28d,1985,22
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_031.jpg,0,Acute_Otitis_Media,val,train,train,b0b280812b9553067984ba2c2e824df552091ecd95659c353ea300580ad7b28d,1985,22
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_032.jpg,0,Acute_Otitis_Media,train,train,train,6cd5ab135e07d1b67b0b636304b4cff31f7dd9b35c06cf7e329bc4347768375d,1221,23
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_033.jpg,0,Acute_Otitis_Media,test,train,train,5116b1af51fd5327e97a36400013b476c08e8c8384b37055b840e9ea5f54fb07,922,24
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_034.jpg,0,Acute_Otitis_Media,train,train,train,2da535398824b84c6754025e4bd8fd457f2d0201f8f28012db7d175ef890bf5a,512,25
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_035.jpg,0,Acute_Otitis_Media,val,train,train,2da535398824b84c6754025e4bd8fd457f2d0201f8f28012db7d175ef890bf5a,512,25
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_036.jpg,0,Acute_Otitis_Media,val,train,train,9773529b96aaff1b2c22e695bc11e3943be562a9b24e3c0ee1764c687c2a4891,1707,26
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_037.jpg,0,Acute_Otitis_Media,val,train,train,9773529b96aaff1b2c22e695bc11e3943be562a9b24e3c0ee1764c687c2a4891,1707,26
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_038.jpg,0,Acute_Otitis_Media,train,train,train,ffdcc8ecfdbeacb6dcd4fb351f76636dc436d5b233000cf9ad2780ce52c6683e,2920,27
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_039.jpg,0,Acute_Otitis_Media,test,test,train,cd9546ef863e9cef649e6eea847765509837dfe11de31c0d57e4b1cbbdefda89,2320,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_040.jpg,0,Acute_Otitis_Media,train,test,train,bdf9c1abe6b30d57035def213a6dce8dd249f2c94c166b3292486c6df85a6dd2,2134,28
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_041.jpg,0,Acute_Otitis_Media,test,train,train,6860ea388398e4fa3f7590d387295234f4845c8be2728ae6669e982eb319c790,1180,29
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_042.jpg,0,Acute_Otitis_Media,val,train,train,6860ea388398e4fa3f7590d387295234f4845c8be2728ae6669e982eb319c790,1180,29
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_043.jpg,0,Acute_Otitis_Media,train,train,train,38dfcb0989e244435c9e5b291dfefa04294b3b5b7147e3a6d6290a673f052f9c,644,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_044.jpg,0,Acute_Otitis_Media,train,val,train,feb9201c3c392c2919ff93aaf3779f32837abb648516c79ab7cb30461baf4a5e,2904,30
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_045.jpg,0,Acute_Otitis_Media,train,train,test,17a27e623b2c835a211e4c847218250869e29fc71e504ef850eeb3b832632cfc,262,31
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_046.jpg,0,Acute_Otitis_Media,val,test,test,246b92974a5b70a69874bb416410b6bae89722a01c63939e7efddaa60767668c,416,32
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_047.jpg,0,Acute_Otitis_Media,train,train,train,dbb863137280dd49c95e45a9b122c0ae63f5bf32d309e675f9c010db9b810055,2480,33
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_048.jpg,0,Acute_Otitis_Media,train,train,train,dbb863137280dd49c95e45a9b122c0ae63f5bf32d309e675f9c010db9b810055,2480,33
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_049.jpg,0,Acute_Otitis_Media,train,train,train,c28260bd1e60097f1b3caf463d2b5b40fe05e16538b630b991f38e0af4782f64,2197,34
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_050.jpg,0,Acute_Otitis_Media,train,train,val,693532fd10220de4c0822a49171630cb400e4e7307b58d5fed7d9c32db54c5ad,1192,35
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_051.jpg,0,Acute_Otitis_Media,val,test,train,4c8dc102259f0c6f152c212972252eb96b4803d4db704117ec09414daae6b55b,863,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_052.jpg,0,Acute_Otitis_Media,train,val,train,7ed5604bc325a0d4b6c2410b2b4720078067adfbda1b3b329f81c7bf202a885e,1425,36
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_053.jpg,0,Acute_Otitis_Media,train,train,test,1fa36bdbe8aec3fa806575cd239bed6b8abe67e98ab36213d64751fdf038020d,362,37
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_054.jpg,0,Acute_Otitis_Media,train,train,train,e8c381ccc616c5185116c3bf5b3c281613b1a897f09924f13bd455fb8b773d41,2626,38
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_055.jpg,0,Acute_Otitis_Media,train,val,train,08d61d378dfad9946ec44a43918f7abb57b8dbfe9ea9013a6d1a2c3155e6377a,98,39
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_056.jpg,0,Acute_Otitis_Media,train,val,train,35823a9b103e5534f3426ab8706c34ce5d75e5831afef3b50078c68a4c746e13,604,40
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_057.jpg,0,Acute_Otitis_Media,train,test,val,14e5cc7b9e0a42cca362cf5a2ac395144dedaeedf1eee8d04b99b595e5474083,226,41
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_058.jpg,0,Acute_Otitis_Media,train,test,val,14e5cc7b9e0a42cca362cf5a2ac395144dedaeedf1eee8d04b99b595e5474083,226,41
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_059.jpg,0,Acute_Otitis_Media,val,test,val,2f0d7d47a9528ced4d7aa07c5214da5bb1d0b94f283202b0fe44d845386badf9,528,42
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_060.jpg,0,Acute_Otitis_Media,train,train,train,310398f10d9fe2155de29c73fdbdc5de88124293fe9dc31b4efdf97a3f8bd3ea,550,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_061.jpg,0,Acute_Otitis_Media,val,test,train,3ffe3acec9526113f100c9b47d27244504c69dcff7bb861c28523d0966da0dbf,722,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_062.jpg,0,Acute_Otitis_Media,train,test,train,3ffe3acec9526113f100c9b47d27244504c69dcff7bb861c28523d0966da0dbf,722,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_063.jpg,0,Acute_Otitis_Media,test,test,train,36d3ca91e5a50f0a926fd013dc187c025407a4e2453f15169b858352b2219ec6,623,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_064.jpg,0,Acute_Otitis_Media,test,train,train,b53938431171945cb22765bf4fdd58a25e271c9a8a95f4797d5eb8d57e62b68d,2039,43
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_065.jpg,0,Acute_Otitis_Media,train,train,train,fb2ee21458c5efb2074e5a53434e1767ab2e91f7926a3e7b3a5d8bae58a43d8d,2865,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_066.jpg,0,Acute_Otitis_Media,train,train,train,365063e405d0961859244af72b2d845fb4628c54e41eafde7972eeb41a7754bd,612,44
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_067.jpg,0,Acute_Otitis_Media,train,val,train,93aafbe046a36c8f96cd911dc64208afdb665d979464575de7b137043cdcfdce,1658,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_068.jpg,0,Acute_Otitis_Media,train,train,train,0e1b967d2d863b764802873f64911baffb550382593a9c9e378494c75eb3b245,151,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_069.jpg,0,Acute_Otitis_Media,train,train,val,0babffeaa264758ff6b8a9dfb04ea7ce72c52e5c5eeef675e8d249388d2340e5,121,45
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_070.jpg,0,Acute_Otitis_Media,test,train,val,03e71bf98b0ec1edb6806672e5d5b1d50cb64908ac0bf34514156f46243679ce,44,46
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_071.jpg,0,Acute_Otitis_Media,train,val,test,37e412c2e08e55f8179e5abe9836ae11db316af9f0fe97d8702e6824eb1410e9,638,47
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_072.jpg,0,Acute_Otitis_Media,train,train,test,09b5c74e343405e7e62a3c292b6ad7cb26b6a881b9ea1e6f3da4813dcb9db8c5,105,48
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_073.jpg,0,Acute_Otitis_Media,train,train,train,7c2c0f720e93d7ca9b89bc45d25f587ad50b7b2e3542b0bc66e4a212471b9c58,1391,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_074.jpg,0,Acute_Otitis_Media,val,train,train,598b932640567aecba8b59ed32b711013e93f6dd40a7141b529cb52b6c06fd09,1027,49
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_075.jpg,0,Acute_Otitis_Media,test,val,train,4e6856cc4caead340e6bdf33145b572e9e35627f5875f011af0d2eee9362691d,893,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_076.jpg,0,Acute_Otitis_Media,train,train,train,5ab969c7d2359421c7db3ff0db9f8e41c3ed39f2cbf686e786d58dba75ef2eb9,1041,1
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_077.jpg,0,Acute_Otitis_Media,train,train,test,c5d9c2d7be33f0f82bf0e0e573ace8f28544f3df4593e07956b13651e2c72be9,2232,50
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_078.jpg,0,Acute_Otitis_Media,train,val,test,2cdafc2c5d73aab2490092c79ecc03fe577bb4a0180e6521dc1656177c1a570a,501,51
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_079.jpg,0,Acute_Otitis_Media,train,train,train,55e8d3587ae78b16a03df6062ed797559882ec9932b1fc8327cf8b694f7671ee,984,52
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_080.jpg,0,Acute_Otitis_Media,train,train,train,25c209ce03c40b40781a1a710e1f279568ac6db6bf99ef272c645fb09ef5d24c,430,53
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_081.jpg,0,Acute_Otitis_Media,train,train,train,4ebf22b978002556f1fe817eef7fe544d45139fcb448b1c00cbc346717c9c5e1,897,54
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_082.jpg,0,Acute_Otitis_Media,test,train,val,992720400f1f4735857d2ff3299e89282a06e85ecf947cbc9a7ee8fa9f030237,1725,55
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_083.jpg,0,Acute_Otitis_Media,train,test,train,4308b7dd3bcd1dc49cc286578579a528fb8a143281653ccf668b426fa1a6c7fc,754,56
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_084.jpg,0,Acute_Otitis_Media,train,val,train,cb895f32b858bcb0a2f6f94bca200d2f9eed9868cbb89e0a2e81cbec01f3374e,2298,57
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_085.jpg,0,Acute_Otitis_Media,train,train,train,b38ab2a649c78e615fa1d08b436075c60762be9ba459949556c09685f9b233b5,2023,58
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_086.jpg,0,Acute_Otitis_Media,train,train,val,12d9889517bfec985807fae20f990ba2e736f0482ddee94aaaf146907374c308,197,59
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_087.jpg,0,Acute_Otitis_Media,val,test,train,fd71e2404bb7e6ad510a4cc83eb23dc38645dcb761ee83049067ff5c3fdd1d92,2895,60
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_088.jpg,0,Acute_Otitis_Media,train,val,test,391aee456e3fde22715a4bc0f3557279df24895506657c23d66e49c426a52bff,648,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_089.jpg,0,Acute_Otitis_Media,train,train,train,bb042aa280cec58ad4662d2ead322f290326d17b4b2306d5d8d421de9c22f5af,2096,61
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_090.jpg,0,Acute_Otitis_Media,train,train,train,c17dc25a34e23285c9105521a6e981121ca76278f955a9c9c669ccf8877b829d,2181,62
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_091.jpg,0,Acute_Otitis_Media,test,train,val,fd4f073a19fd0773768c48eb35419bff8acdd7f7cc3437e7c6333876560447d6,2893,63
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_092.jpg,0,Acute_Otitis_Media,val,train,train,83f5a8989fd612ff315824e76aa4e7d708744056f9b37cf4acac54ea152c7301,1492,64
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_093.jpg,0,Acute_Otitis_Media,test,train,train,b7119e7dcf3b02be370df42d793d6f1fd088ecd78cd131d497ad9d921c3817f2,2064,65
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_094.jpg,0,Acute_Otitis_Media,val,train,train,b7119e7dcf3b02be370df42d793d6f1fd088ecd78cd131d497ad9d921c3817f2,2064,65
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_095.jpg,0,Acute_Otitis_Media,test,train,val,60ee8c316af900f37df8e57389794aec54b82365b5673e0981e80dde90e04389,1112,66
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_096.jpg,0,Acute_Otitis_Media,val,train,test,13468df48f4bbc6972d73e46cf3d682315e32de9204cff4c904908fb0b4613a4,205,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_097.jpg,0,Acute_Otitis_Media,test,train,train,8579efdce369865721914f38467728b6784e69fed26725ec167842f95de4f9c3,1510,67
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_098.jpg,0,Acute_Otitis_Media,train,train,test,d22b881257dc065184cf843e94f158f50fc36b5eff1befab041c66d12c286568,2374,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_099.jpg,0,Acute_Otitis_Media,val,train,test,e462faf9361bd3313c125243a6db5daa8df7f36b143d8b63ff0dc6fe9362d24e,2564,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_100.jpg,0,Acute_Otitis_Media,train,train,train,96e7eca3f40475f2cc2add0d17eed40e483e56c22b0e2f02db957df9c59d3a94,1697,68
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_101.jpg,0,Acute_Otitis_Media,test,train,train,ff222c05c0e8922341ecabc5ff449af639ad874b571e168c45359eec3ace57f3,2911,69
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_102.jpg,0,Acute_Otitis_Media,val,train,train,7518088773dca1d109f08f6052ef265e62276b41a82d909b59daf22b98dcbbf2,1322,70
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_103.jpg,0,Acute_Otitis_Media,test,train,test,42810b62a2787d0b3c338501daad2dfd30339b1765af40397c236a9bcef34115,748,71
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_104.jpg,0,Acute_Otitis_Media,train,train,test,42810b62a2787d0b3c338501daad2dfd30339b1765af40397c236a9bcef34115,748,71
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_105.jpg,0,Acute_Otitis_Media,train,train,val,6ee8f5f5944da536d87cf4034d8bb289c36f05fe60a04691a90b0f8373b53fb4,1244,72
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_106.jpg,0,Acute_Otitis_Media,train,train,test,f9b9470340ca75b275fa3d1ea87523e20f82c645ab1e89ba8e01356b3a1b6c00,2845,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_107.jpg,0,Acute_Otitis_Media,val,train,test,f9b9470340ca75b275fa3d1ea87523e20f82c645ab1e89ba8e01356b3a1b6c00,2845,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_108.jpg,0,Acute_Otitis_Media,train,train,test,dfbc20434760ab6b03ac92ca82e6d8e6d7c057e8b61434fb451505c6e50cbf10,2528,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_109.jpg,0,Acute_Otitis_Media,train,val,test,ca431ebe24d1657c2dcd0c04a70473edcfbe53d12fb85f0f097b5813dc78c44f,2284,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_110.jpg,0,Acute_Otitis_Media,train,val,train,310b044251c8939455366148be2c055e8551bc12a36d3c00851f1b38b894633f,552,73
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_111.jpg,0,Acute_Otitis_Media,test,val,test,56593d6904db4cc5549686c18f523ccdd267e9a99e6934b039cc9351f09332dc,991,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_112.jpg,0,Acute_Otitis_Media,val,test,train,488631e468aa1a33317cf6d31a6c054ac8c2787fa1f3dcb3b8d7a94725b6364c,821,74
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_113.jpg,0,Acute_Otitis_Media,val,train,test,26d5a1461bba360c4c7f91a9deab018175c256822f82ecf81b1297963420b39d,444,75
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_114.jpg,0,Acute_Otitis_Media,train,train,test,26d5a1461bba360c4c7f91a9deab018175c256822f82ecf81b1297963420b39d,444,75
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_115.jpg,0,Acute_Otitis_Media,train,train,val,cbf8e58a177ba98f825a5d9b8db6affd7b71e2cb8c245917a7f471ff8d256352,2304,76
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_116.jpg,0,Acute_Otitis_Media,train,train,train,8c23bfa07b50142b149491547a8351210c8d87a62104c55cda1f7a408880e32d,1578,77
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_117.jpg,0,Acute_Otitis_Media,train,train,train,8c23bfa07b50142b149491547a8351210c8d87a62104c55cda1f7a408880e32d,1578,77
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_118.jpg,0,Acute_Otitis_Media,train,train,train,e7cc8c40010684a9fa3fb8f9344221ac89f1a1c4102065ba27f92443a6858fd3,2615,78
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_119.jpg,0,Acute_Otitis_Media,train,train,train,d8149b7d90116838578fd5245218f8414d6dcfad639e059ac70c94d4421c4f32,2427,79
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_120.jpg,0,Acute_Otitis_Media,train,train,train,d8149b7d90116838578fd5245218f8414d6dcfad639e059ac70c94d4421c4f32,2427,79
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_121.jpg,0,Acute_Otitis_Media,train,train,train,adeaf1a5626990d1dd14a464d23d3aedd18f75b367638103fc3da8abe84004d7,1938,80
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_122.jpg,0,Acute_Otitis_Media,train,test,test,05d0f9e8e7ac71179b0d18683a16ad9ff2b6aab3c97b365b59baaaf81f38ff7f,64,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_123.jpg,0,Acute_Otitis_Media,train,train,train,da1fe9b9bcd64eae4587cfd31178d8299ff5d7cd304b45a2b5cbeb79fc10ae9c,2459,81
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_124.jpg,0,Acute_Otitis_Media,val,train,train,da1fe9b9bcd64eae4587cfd31178d8299ff5d7cd304b45a2b5cbeb79fc10ae9c,2459,81
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_125.jpg,0,Acute_Otitis_Media,train,train,test,fb6161f74ee373e1b80f85766ee464c9b53a3979db99bb60a25a9c33fe1329fc,2873,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_126.jpg,0,Acute_Otitis_Media,train,train,test,fb6161f74ee373e1b80f85766ee464c9b53a3979db99bb60a25a9c33fe1329fc,2873,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_127.jpg,0,Acute_Otitis_Media,test,train,test,44c9a0aee24294b81b8ab3c70fd2f2030d8a76bd72d52fc04c4cab09c48ac2d3,775,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_128.jpg,0,Acute_Otitis_Media,train,train,train,0192e15aa54cbe2fd8786ae0862b7ea54edc1d636d223cadbd8c1f2fec1a7df3,16,82
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_129.jpg,0,Acute_Otitis_Media,train,train,test,32f042e0e84b8560939997b419a269e49b6bcc4a2fb6b7964a8c259b357acf0e,576,20
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_130.jpg,0,Acute_Otitis_Media,train,val,train,9e112b9ab4e8281b55dbf5d752abd9e117b313c7b02ca891038a9184e16d4274,1777,83
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_131.jpg,0,Acute_Otitis_Media,train,val,train,9e112b9ab4e8281b55dbf5d752abd9e117b313c7b02ca891038a9184e16d4274,1777,83
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_132.jpg,0,Acute_Otitis_Media,train,train,train,0cc299ea9ebe75dafbdaf8709ffac9002222e8ff02793bdff1b91a89713c778b,134,84
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_133.jpg,0,Acute_Otitis_Media,test,train,train,c279dbbd523b33b9704419666030d48f6b424cbecb5e55b8063bd7503be4ff00,2195,85
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_134.jpg,0,Acute_Otitis_Media,train,test,train,25ff3dd0b120b6cf74be57eb29b8e7516b51fa8cfd631e8e5631a171a106c4d3,436,86
