image,label,split
Training/OT/_401.jpg,6,train
Training/OT/_402.jpg,6,train
Training/OT/_403.jpg,6,train
Training/OT/_404.jpg,6,train
Training/OT/_405.jpg,6,train
Training/OT/_406.jpg,6,train
Training/OT/_407.jpg,6,train
Training/OT/_408.jpg,6,train
Training/OT/_409.jpg,6,train
Training/OT/_410.jpg,6,train
Training/OT/_411.jpg,6,train
Training/OT/_412.jpg,6,train
Training/OT/_413.jpg,6,train
Training/OT/_414.jpg,6,train
Training/OT/_415.jpg,6,train
Training/OT/_416.jpg,6,train
Training/OT/_417.jpg,6,train
Training/OT/_418.jpg,6,train
Training/OT/_419.jpg,6,train
Training/OT/_420.jpg,6,train
Training/OT/_421.jpg,6,train
Training/OT/_422.jpg,6,train
Training/OT/_423.jpg,6,train
Training/OT/_424.jpg,6,train
Training/OT/_425.jpg,6,train
Training/OT/_426.jpg,6,train
Training/OT/_427.jpg,6,train
Training/OT/_428.jpg,6,train
Training/OT/_429.jpg,6,train
Training/OT/_430.jpg,6,train
Training/OT/_431.jpg,6,train
Training/OT/_432.jpg,6,train
Training/OT/_433.jpg,6,train
Training/OT/_434.jpg,6,train
Training/OT/_435.jpg,6,train
Training/OT/_436.jpg,6,train
Training/OT/_437.jpg,6,train
Training/OT/_438.jpg,6,train
Training/OT/_439.jpg,6,train
Training/OT/_440.jpg,6,train
Training/OT/_441.jpg,6,train
Training/OT/_442.jpg,6,train
Training/OT/_443.jpg,6,train
Training/OT/_444.jpg,6,train
Training/OT/_445.jpg,6,train
Training/OT/_446.jpg,6,train
Training/OT/_447.jpg,6,train
Training/OT/_448.jpg,6,train
Training/OT/_449.jpg,6,train
Validation/CaS/_400.jpg,0,val
Validation/CaS/_401.jpg,0,val
Validation/CaS/_402.jpg,0,val
Validation/CaS/_403.jpg,0,val
Validation/CaS/_404.jpg,0,val
Validation/CaS/_405.jpg,0,val
Validation/CaS/_406.jpg,0,val
Validation/CaS/_407.jpg,0,val
Validation/CoS/_400.jpg,1,val
Validation/CoS/_401.jpg,1,val
Validation/CoS/_402.jpg,1,val
Validation/CoS/_403.jpg,1,val
Validation/CoS/_404.jpg,1,val
Validation/CoS/_405.jpg,1,val
Validation/CoS/_406.jpg,1,val
Validation/CoS/_407.jpg,1,val
Validation/Gum/_400.jpg,2,val
Validation/Gum/_401.jpg,2,val
Validation/Gum/_402.jpg,2,val
Validation/Gum/_403.jpg,2,val
Validation/Gum/_404.jpg,2,val
Validation/Gum/_405.jpg,2,val
Validation/Gum/_406.jpg,2,val
Validation/MC/_400.jpg,3,val
Validation/MC/_401.jpg,3,val
Validation/MC/_402.jpg,3,val
Validation/MC/_403.jpg,3,val
Validation/MC/_404.jpg,3,val
Validation/MC/_405.jpg,3,val
Validation/MC/_406.jpg,3,val
Validation/MC/_407.jpg,3,val
Validation/MC/_408.jpg,3,val
Validation/OC/_400.jpg,4,val
Validation/OC/_401.jpg,4,val
Validation/OC/_402.jpg,4,val
Validation/OC/_403.jpg,4,val
Validation/OC/_404.jpg,4,val
Validation/OC/_405.jpg,4,val
Validation/OLP/_400.jpg,5,val
Validation/OLP/_401.jpg,5,val
Validation/OLP/_402.jpg,5,val
Validation/OLP/_403.jpg,5,val
Validation/OLP/_404.jpg,5,val
Validation/OLP/_405.jpg,5,val
Validation/OLP/_406.jpg,5,val
Validation/OLP/_407.jpg,5,val
Validation/OLP/_408.jpg,5,val
Validation/OLP/_409.jpg,5,val
Validation/OT/_400.jpg,6,val
Validation/OT/_401.jpg,6,val
Validation/OT/_402.jpg,6,val
Validation/OT/_403.jpg,6,val
Validation/OT/_404.jpg,6,val
Validation/OT/_405.jpg,6,val
Validation/OT/_406.jpg,6,val
Testing/CaS/_400.jpg,0,test
Testing/CaS/_401.jpg,0,test
Testing/CaS/_402.jpg,0,test
Testing/CaS/_403.jpg,0,test
Testing/CaS/_404.jpg,0,test
Testing/CaS/_405.jpg,0,test
Testing/CaS/_406.jpg,0,test
Testing/CaS/_407.jpg,0,test
Testing/CoS/_400.jpg,1,test
Testing/CoS/_401.jpg,1,test
Testing/CoS/_402.jpg,1,test
Testing/CoS/_403.jpg,1,test
Testing/CoS/_404.jpg,1,test
Testing/CoS/_405.jpg,1,test
Testing/CoS/_406.jpg,1,test
Testing/CoS/_407.jpg,1,test
Testing/Gum/_400.jpg,2,test
Testing/Gum/_401.jpg,2,test
Testing/Gum/_402.jpg,2,test
Testing/Gum/_403.jpg,2,test
Testing/Gum/_404.jpg,2,test
Testing/Gum/_405.jpg,2,test
Testing/Gum/_406.jpg,2,test
Testing/MC/_400.jpg,3,test
Testing/MC/_401.jpg,3,test
Testing/MC/_402.jpg,3,test
Testing/MC/_403.jpg,3,test
Testing/MC/_404.jpg,3,test
Testing/MC/_405.jpg,3,test
Testing/MC/_406.jpg,3,test
Testing/MC/_407.jpg,3,test
Testing/MC/_408.jpg,3,test
Testing/OC/_400.jpg,4,test
Testing/OC/_401.jpg,4,test
Testing/OC/_402.jpg,4,test
Testing/OC/_403.jpg,4,test
Testing/OC/_404.jpg,4,test
Testing/OC/_405.jpg,4,test
Testing/OLP/_400.jpg,5,test
Testing/OLP/_401.jpg,5,test
Testing/OLP/_402.jpg,5,test
Testing/OLP/_403.jpg,5,test
Testing/OLP/_404.jpg,5,test
Testing/OLP/_405.jpg,5,test
Testing/OLP/_406.jpg,5,test
Testing/OLP/_407.jpg,5,test
Testing/OLP/_408.jpg,5,test
Testing/OLP/_409.jpg,5,test
Testing/OT/_400.jpg,6,test
Testing/OT/_401.jpg,6,test
Testing/OT/_402.jpg,6,test
Testing/OT/_403.jpg,6,test
Testing/OT/_404.jpg,6,test
Testing/OT/_405.jpg,6,test
