source_id,source_citation,source_doi,source_arxiv,source_pdf_url,pdf_sha256,pdf_bytes,retrieved_utc,note,section,matrix_id,table_label,panel,metric,value,published_value,published_in,matches_published,verified_in_pdf_text,caution,dataset,arm,base,count,nb_p_delta_bacc_archived,r10_noise,doi,crossref_status,crossref_title,crossref_journal,crossref_volume,crossref_issue,crossref_page,crossref_year,crossref_type,record_matches_S8,abstract_source,claim,claim_value,claim_verified_in_abstract,pmid
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T4_ophthalmologist_majority,Table 4,Majority decision of 3 general ophthalmologists (independent of the panel),bacc,0.7120250470809792,,"Table 5 (Majority Decision, Ophthalmologists)",,True,"published 표 자체의 총합이 1,810 (No 행 1,475) 으로 Table 1 의 1,813 (No 행 1,478) 보다 3 장 적다. 논문이 함께 싣는 특이도 98.1% 는 1,475 분모와 일치하므로 이는 전사 오류가 아니라 published 표의 내부 불일치다. 누락 3 장을 정답/오답 어느 쪽으로 두어도 BACC 는 0.7116-0.7120 → 0.712 로 변하지 않는다.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T4_ophthalmologist_majority,Table 4,Majority decision of 3 general ophthalmologists (independent of the panel),micro_acc,0.8939226519337017,,"Table 5 (Majority Decision, Ophthalmologists)",,True,"published 표 자체의 총합이 1,810 (No 행 1,475) 으로 Table 1 의 1,813 (No 행 1,478) 보다 3 장 적다. 논문이 함께 싣는 특이도 98.1% 는 1,475 분모와 일치하므로 이는 전사 오류가 아니라 published 표의 내부 불일치다. 누락 3 장을 정답/오답 어느 쪽으로 두어도 BACC 는 0.7116-0.7120 → 0.712 로 변하지 않는다.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T4_ophthalmologist_majority,Table 4,Majority decision of 3 general ophthalmologists (independent of the panel),qwk,0.8709070001371046,0.87,"Table 5 (Majority Decision, Ophthalmologists)",True,True,"published 표 자체의 총합이 1,810 (No 행 1,475) 으로 Table 1 의 1,813 (No 행 1,478) 보다 3 장 적다. 논문이 함께 싣는 특이도 98.1% 는 1,475 분모와 일치하므로 이는 전사 오류가 아니라 published 표의 내부 불일치다. 누락 3 장을 정답/오답 어느 쪽으로 두어도 BACC 는 0.7116-0.7120 → 0.712 로 변하지 않는다.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T4_ophthalmologist_majority,Table 4,Majority decision of 3 general ophthalmologists (independent of the panel),sens_moderate_plus,0.8380952380952381,0.838,"Table 5 (Majority Decision, Ophthalmologists)",True,True,"published 표 자체의 총합이 1,810 (No 행 1,475) 으로 Table 1 의 1,813 (No 행 1,478) 보다 3 장 적다. 논문이 함께 싣는 특이도 98.1% 는 1,475 분모와 일치하므로 이는 전사 오류가 아니라 published 표의 내부 불일치다. 누락 3 장을 정답/오답 어느 쪽으로 두어도 BACC 는 0.7116-0.7120 → 0.712 로 변하지 않는다.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T4_ophthalmologist_majority,Table 4,Majority decision of 3 general ophthalmologists (independent of the panel),spec_moderate_plus,0.980625,0.981,"Table 5 (Majority Decision, Ophthalmologists)",True,True,"published 표 자체의 총합이 1,810 (No 행 1,475) 으로 Table 1 의 1,813 (No 행 1,478) 보다 3 장 적다. 논문이 함께 싣는 특이도 98.1% 는 1,475 분모와 일치하므로 이는 전사 오류가 아니라 published 표의 내부 불일치다. 누락 3 장을 정답/오답 어느 쪽으로 두어도 BACC 는 0.7116-0.7120 → 0.712 로 변하지 않는다.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,T4_ophthalmologist_majority,Table 4,Majority decision of 3 general ophthalmologists (independent of the panel),recall[No],0.9708474576271187,,,,True,"published 표 자체의 총합이 1,810 (No 행 1,475) 으로 Table 1 의 1,813 (No 행 1,478) 보다 3 장 적다. 논문이 함께 싣는 특이도 98.1% 는 1,475 분모와 일치하므로 이는 전사 오류가 아니라 published 표의 내부 불일치다. 누락 3 장을 정답/오답 어느 쪽으로 두어도 BACC 는 0.7116-0.7120 → 0.712 로 변하지 않는다.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,T4_ophthalmologist_majority,Table 4,Majority decision of 3 general ophthalmologists (independent of the panel),recall[Mild],0.304,,,,True,"published 표 자체의 총합이 1,810 (No 행 1,475) 으로 Table 1 의 1,813 (No 행 1,478) 보다 3 장 적다. 논문이 함께 싣는 특이도 98.1% 는 1,475 분모와 일치하므로 이는 전사 오류가 아니라 published 표의 내부 불일치다. 누락 3 장을 정답/오답 어느 쪽으로 두어도 BACC 는 0.7116-0.7120 → 0.712 로 변하지 않는다.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,T4_ophthalmologist_majority,Table 4,Majority decision of 3 general ophthalmologists (independent of the panel),recall[Moderate],0.6527777777777778,,,,True,"published 표 자체의 총합이 1,810 (No 행 1,475) 으로 Table 1 의 1,813 (No 행 1,478) 보다 3 장 적다. 논문이 함께 싣는 특이도 98.1% 는 1,475 분모와 일치하므로 이는 전사 오류가 아니라 published 표의 내부 불일치다. 누락 3 장을 정답/오답 어느 쪽으로 두어도 BACC 는 0.7116-0.7120 → 0.712 로 변하지 않는다.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,T4_ophthalmologist_majority,Table 4,Majority decision of 3 general ophthalmologists (independent of the panel),recall[Severe],0.82,,,,True,"published 표 자체의 총합이 1,810 (No 행 1,475) 으로 Table 1 의 1,813 (No 행 1,478) 보다 3 장 적다. 논문이 함께 싣는 특이도 98.1% 는 1,475 분모와 일치하므로 이는 전사 오류가 아니라 published 표의 내부 불일치다. 누락 3 장을 정답/오답 어느 쪽으로 두어도 BACC 는 0.7116-0.7120 → 0.712 로 변하지 않는다.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,T4_ophthalmologist_majority,Table 4,Majority decision of 3 general ophthalmologists (independent of the panel),recall[Proliferative],0.8125,,,,True,"published 표 자체의 총합이 1,810 (No 행 1,475) 으로 Table 1 의 1,813 (No 행 1,478) 보다 3 장 적다. 논문이 함께 싣는 특이도 98.1% 는 1,475 분모와 일치하므로 이는 전사 오류가 아니라 published 표의 내부 불일치다. 누락 3 장을 정답/오답 어느 쪽으로 두어도 BACC 는 0.7116-0.7120 → 0.712 로 변하지 않는다.",,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T8_algorithm,Table 8,Algorithm grade (Krause et al. full model),bacc,0.726402315441287,,Table 8 (Algorithm),,True,비교 참고용 — 사람 패널이 아니다(같은 판정 표준 위의 알고리즘).,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T8_algorithm,Table 8,Algorithm grade (Krause et al. full model),micro_acc,0.858246001103144,,Table 8 (Algorithm),,True,비교 참고용 — 사람 패널이 아니다(같은 판정 표준 위의 알고리즘).,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T8_algorithm,Table 8,Algorithm grade (Krause et al. full model),qwk,0.8376829913882492,0.84,Table 8 (Algorithm),True,True,비교 참고용 — 사람 패널이 아니다(같은 판정 표준 위의 알고리즘).,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T8_algorithm,Table 8,Algorithm grade (Krause et al. full model),sens_moderate_plus,0.9714285714285714,0.971,Table 8 (Algorithm),True,True,비교 참고용 — 사람 패널이 아니다(같은 판정 표준 위의 알고리즘).,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_matrix_metric,T8_algorithm,Table 8,Algorithm grade (Krause et al. full model),spec_moderate_plus,0.9232688708671242,0.923,Table 8 (Algorithm),True,True,비교 참고용 — 사람 패널이 아니다(같은 판정 표준 위의 알고리즘).,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,T8_algorithm,Table 8,Algorithm grade (Krause et al. full model),recall[No],0.9174560216508796,,,,True,비교 참고용 — 사람 패널이 아니다(같은 판정 표준 위의 알고리즘).,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,T8_algorithm,Table 8,Algorithm grade (Krause et al. full model),recall[Mild],0.344,,,,True,비교 참고용 — 사람 패널이 아니다(같은 판정 표준 위의 알고리즘).,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,T8_algorithm,Table 8,Algorithm grade (Krause et al. full model),recall[Moderate],0.6805555555555556,,,,True,비교 참고용 — 사람 패널이 아니다(같은 판정 표준 위의 알고리즘).,,,,,,,,,,,,,,,,,,,,,
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050.0,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),krause_per_class_recall,T8_algorithm,Table 8,Algorithm grade (Krause et al. full model),recall[Severe],0.94,,,,True,비교 참고용 — 사람 패널이 아니다(같은 판정 표준 위의 알고리즘).,,,,,,,,,,,,,,,,,,,,,
