pool_index,image,label,byte_sha256,pixel_sha256,cluster_id,cluster_size
59,Training/OC/_427.jpg,4,3758610f59bf2af988d4acfb071b6c5814699fb60a4badddb92968fa50596a3c,d19b73443b89d2c2fe625cd51ba16db6dfcbdd498e3c67c0d0c3ac7667d47ff1,-1,1
60,Training/CaS/_457.jpg,0,71b9447f470b335e68dfa37b480cab7f2431104c699aa763012313e550f24023,edb83aaeb9cab13757ee750628f2c692f376d0bd648a9e7ca88e33b593dea8a3,-1,1
61,Training/Gum/_446.jpg,2,780fed7a306a2b01ff7d6bb1a6c2a1002f1bf1c9fa20c5d05dd82182452e83ef,07a361b143fb0a32664b4bab4e1046c2a785e9d3b4200d5cc7b0994a5166f1aa,-1,1
62,Training/CaS/_430.jpg,0,cc58b11ce3958fb5654b7d3630104055efbc1fe6f5b0027313f3995aff9bec35,023f9db4c8663b56b3750bf6e8b98daedffb380c3c2916898126cfe8743f3eb8,-1,1
63,Training/Gum/_431.jpg,2,4d620d851f9640c511d1acf715aaab88e2eb8f20493e3844b7cd87020ae0eb18,86941eb308ca93aba79e994ab472dea3a53493e4ec999cd2d2506b765dd1c56e,-1,1
64,Training/OLP/_452.jpg,5,c681da01a42f109f5a84dbfe96d6ec6ed2bb298f34cbef852eb44a1edbe44a4c,2a15eceb17a948b01583ff5c72469be2b834723cc7c69a2434ba32172de996f4,-1,1
65,Training/MC/_423.jpg,3,63ee104d4df393563f5cf304f0bb11155552d4c6ca4f98c101552397b791d8ae,c903600195fed5215080d1913e98c679989c10b44c359d4b8bfe2ba87bc145fd,4,2
66,Training/OT/_446.jpg,6,4839392eac4d0c3ff2e87ee58c20acd6c7120b1df26201d4602ba100e599cdfb,4f4aa559733e365884a821299ed8f698005b834df95cb4854c9d7a0fb5776166,-1,1
67,Training/CoS/_442.jpg,1,ef381adf492af343aecf6aa8a3d2c776f64144c235d12793d682917dc3a3e95b,a279cbcfc48a85dc808890343d01ad6bc2f3031052563171b5b9a904d0b14cf5,-1,1
68,Training/CaS/_431.jpg,0,258ee349b59d0544995cf86d18851cd4720b48a6bc56eddd912a9b9c6fe6bf0b,68830f14026aa5b692cc34382503bb6be12ad3b311bbf63fef03190688e509fe,-1,1
69,Training/OC/_436.jpg,4,4456b2499b37a2dd5589656eaa266fe479b2b7653ed87acf5fafadb8254c5e8e,2e5a0829a504388dcad4d21f9a551c3e41b7d439d3189bdd4405c50d3c28b0f9,-1,1
70,Training/MC/_456.jpg,3,737eefcbec92982b3f808a890d5f068e75ec45c99acd87a16ec91745a07eabf6,6fbf9a8d49de0ff8959923d2c36ef53c5faabb00c3b4ed6f4ac579b2ed537257,-1,1
71,Training/OLP/_455.jpg,5,bd58561bc9c3b3a761d28738e08b4e57c997203cddf7dcf4ce6090de0d57cab0,775e8aa7d897c243b4a2861b826ed4780ec6258a10b20574ca0bb83fab2f479a,-1,1
72,Training/CoS/_413.jpg,1,7b9e540666b741c798022dc69e5ee4722d3e8994c97c014e80fca6ba57dc1322,fe7d0d999e736cbf99882666c1394f7b09f8a67b5c48bc23e32867fc86c3691d,-1,1
73,Training/MC/_411.jpg,3,44faea4146a553473f1cf65156466bebc3f2e15fc46b62a9b1c199498e850160,5c21f091b52d1653bb69c2b8818d2482abace59c9149fecf08fbcaf642a0ecbf,-1,1
74,Training/Gum/_419.jpg,2,69a2a4e4d156e146ce79fa7909983f18d8390a13a44b5c229e7b66671f99c6c9,f977d06c400d52d7360a90e546a9078c110f767cef9eb586b4309fe341a0c52e,-1,1
75,Training/CaS/_405.jpg,0,f0d7759249ea0e0f271f121d2e1a64c24dc769e7db6bcb534e0ef8650f6c34f0,e2574bb627fd31aef1da53696a1a888b9afdf617426467efd3386ca51116d231,-1,1
76,Training/CaS/_445.jpg,0,30c7a6a6366faba4dc8c261c44c75af50f0e8acef179df007e5f1bcb500b7e66,6b43d58dddd4e8fcc670977602a3f81523a4b2a8e140a2f53e2cfbd07bc3e6b3,-1,1
77,Training/CoS/_428.jpg,1,60d2343020230f74cd0d681c1c6c5b33c2c9e4d4bc8535e300e569e870094a63,6c8b7b3f6cf829980ccf4e0b71e12fe72efca251e84a62450accc2cbe8933276,-1,1
78,Training/OT/_422.jpg,6,1b3dea81cbc7ed846c02ac022df3844e0107491e654164c91f4d8f80afb90170,329fbd0ccfa5e35ed40743da9483e7f69791cbc1ea18d0303c3b8475acd7d72b,-1,1
79,Training/OLP/_458.jpg,5,0080e3ab4eeafcaed0c3c2275adc7688f0c09950bfd59bc4e5291f1dbea7a4ca,98d03899c7199c61062fa331872454fb4e895fc43fe30e5af1e8fb286bdbe59b,-1,1
80,Training/OT/_419.jpg,6,126afcba05024a486a23de60236db818b8ad3898305ca59e6a3ea1713417d262,6953d7944533627316607a6bf74f753ef38e24b72d2ea84131d2cb44e42c6092,-1,1
81,Training/OT/_400.jpg,6,952c74d5f5c6bfc493f61ae260317c6d558cc84cf103dbc72d4c1819219ea3fd,97aad7a4750258dccb19be799e74b4358e5e632efb7beedeb650bd9ea1654dc2,-1,1
82,Training/OLP/_448.jpg,5,02cb86d349119fd8d54bee69a5daee01704ee3116426b858961fe4d38b0b7c7a,bcf140271a175687c564a3a746b7330900933f67513e79b0dc5d8ee5626c4eab,-1,1
83,Training/CaS/_403.jpg,0,b198d7d76737d82dd25dfa5968271bf8d3796c5992581b3485593a43592591e9,e0420e02d96f17186d06ae02db945ed5083c3b0845a7841dd4e98c19380ebe5b,-1,1
84,Training/CaS/_418.jpg,0,3695d7b94e95a3b2bc0c22777141d9af5198a1b5916a4a6f1990c56138c1e9ca,ed9ae157fa1fdae11624a7a311c49c00273e920abc6c5f2ce9bfd0691caf5c13,-1,1
85,Training/Gum/_409.jpg,2,ddaa91318780a9579a77ec6958cbfbeacc1a7a20d265d0b202eb4594d2b21326,4eb7aea38e592dc8e085fc1c6b6abaf7238b53fd94c466ef7fbb977beda64e31,-1,1
86,Training/CoS/_456.jpg,1,9f35c34fb724b6d4b56686b7ba1097ba621def2a37657469e9dfedd45839f611,7d065fa6c428395df90ae3e3ace9171f7c9e80ee314c064ef97c68f1ddda8e83,-1,1
87,Training/OT/_439.jpg,6,bead5587a92ff1d51a67491662d4bce87de8927b0ca34c8095a2dfc02253c2d1,127f0887be442a29ff0706e197f3d3907305c67d170a17cbd8e5defab60637de,-1,1
88,Training/CoS/_400.jpg,1,b68c6a5cd41c223e6e633f12de4f877e235171262c5971108d636996d9c4e68d,deaad2e9a85b1210a4f93d7cebe3c897f2fc8e0095ddeddf87b73788e29ecdf3,-1,1
89,Training/OLP/_400.jpg,5,e506442600ca8169122a36f194cd4918f4614bd329e617c1c0be26c0c0595577,26512b9b5e5a3a9c233aabb67c60ac6afa2f4dc348a93c9d9a11909562be5538,-1,1
90,Training/MC/_442.jpg,3,301b805e7be7f099b367c9ee6368557d86d7b69a321f63684000ff05d139a1ac,ba3ff86dc8c30776359bc6821a2796ceb236ea734d876b1904114fb7d71fb5c8,-1,1
91,Training/OT/_427.jpg,6,a7b2df1dc948b6f80f49ef27d36a8fbeb832f77abde877f8972244aaf825191c,46f580649834ad64db46c9b0b6986f2274794c71ab24a5053f6780b91dbf6bfc,-1,1
92,Training/CoS/_431.jpg,1,f1aff4b3d27e323bd9e9c9fc456dc96aff0d80ff0cb9545ba302a3f91ac79c18,698c2f4ada6d285b8f7315b7b0f42d34ac6d3388c2865d71cd74962ed9c12d4c,-1,1
93,Training/MC/_469.jpg,3,0e4f7b4385f6d011c3e9f93b189446ce206564a03e40a130d16e28846fe26ba3,11f18a87e07f1b7bb14aff09a7267ccb67ee60f24a3834a8d2b0f0a74acaa1cd,-1,1
94,Training/CoS/_446.jpg,1,a05c4ae8293427c2bf8401596150b86ae17b550bcd6d727c872beb5030d806cb,3ece5baacd78bac596533e54db647229eefe5a527efc4091d94bb31099f0cebf,-1,1
95,Training/OT/_441.jpg,6,4188733d92241162ad4f4ff7fc68108fd49cdbacead44a145c627e2750cb4294,c497dc8c4e87902241f16b2833fa7e8fe31e2db274f71e0ebd80690c5ab25813,-1,1
96,Training/MC/_454.jpg,3,5d92c809f467a40b51f545a1e8e60d9ba3b97a217001dc016262f14f5699204e,d8470739708c7a680933eb8dfd7847bc88de0010a4d31e4c553a1d126062dbf9,-1,1
97,Training/MC/_412.jpg,3,999c70c298958935bc8185a0a5c77a6ca6eb524ef72ec5a997448ad5bcd70479,66c84fdc9ce6e5c866380727e73a25c0905762043f767e07f590328863c03e08,-1,1
98,Training/OC/_409.jpg,4,aeaf3b239688c542adc314fb3b9e2c8bd7cc8f0c2be152e3322107d6c1992dbd,0c405790ae1602c9620dff9509b92fa2482063321e9cbb285c87635d89ebec67,-1,1
99,Training/OT/_423.jpg,6,71f7f8a6a70197b1205bac0eefbf76a5b1ea4d160a470e9bae70a5912e8f8590,e0d062a5a9643c97ad4ee25a7d8cc4c1d3cc40f378af8b756e8019c20021c777,-1,1
100,Training/OC/_420.jpg,4,7540c7778a582b70c65101de2c8e0778b9d0535eca92c9675dabc9d0da5f94f4,1fad9b221cbf7377a841f1820def94da7d4837c4a63f768f28ef03721b598bdd,-1,1
101,Training/MC/_450.jpg,3,4a858db14f427cba14017327a04e58b1eafb1545a2ace6e9aeb206a3b59843bf,9d049ba585028910d430a3d852be50332675f9430e515e5c0d86dd4d568c8937,-1,1
102,Training/CoS/_412.jpg,1,a04494111a925c7b9bae016a2555508d2972c595a12f050ddd0cb0fbf1ef3d6a,eb4acd041bb53730e6339d225946e1a2f4b1d24bd0c3967350538d53132fc767,-1,1
103,Training/CoS/_448.jpg,1,9989de3d324c90eb88735eb0dce6c709dd158aca5cdf262e36118a710b23ccc5,8df0824e23fb2a971cd84d6be146569a5b05982098cedbb769f23eacabb4e673,-1,1
104,Training/CoS/_451.jpg,1,69a33ff0871c5e58b311ad5bf4fd10d88def4edb6fd09eb63a41c1f65f5d3fa1,07157f26ae30dbbaa1e42be9f67a3945bd990940d98425113491336e06193126,-1,1
105,Training/CaS/_416.jpg,0,e601aa27772e9101894d67b0464c9a39e928d73e6e17abfcf34b5242f2b22ffb,e226a70850cbfc79361d52c12cd715ebdbb4323ebf016b66c5f9e0a58c99378e,-1,1
106,Training/CoS/_403.jpg,1,b6accbfda5d75e51d6e0c75de7b396caf870396d069380ee80faad8c92bbf498,692d3161d234e9e43773c9169f8e54ae79a5d13cf91041e1f0961ec8270c1992,-1,1
107,Training/OC/_431.jpg,4,11c3bf45fcd2d18a3cffd435f2dbceea44cb90775bf00014e4b9a312f71d7060,8fd69f30fdd4c0d96577827d642218e9536cd0a1bf3fa92c8687ddde2158f4da,-1,1
108,Training/CaS/_407.jpg,0,37b540d4b58201c3e75d44e771dcc60f970b69145cce380bca03eaa49f443375,a3d36de78dc65ebb3ee4163f4de105ce0442005546a06e4bf9deac1401c50ede,-1,1
109,Training/CaS/_419.jpg,0,818ba04ac61d3f51b1452e07a540e83489c60fba6aa77d49b8da9c4de606000d,f086fc0a0b1acfca1b8409730ae0f39e53ae064bce69806b6d3efe62cf205e9d,-1,1
110,Training/MC/_407.jpg,3,2d15e723db286412cc8a237feb66673c89a8fb64d1ef8a88293e32df30405e0b,998065ddd00351e3ab08e8b5e5b9c07789b31ff58618332d55c5995f761a64c9,-1,1
111,Training/OT/_404.jpg,6,cba1d6cbbfc0b837f55ace748f12e1c9a8c6c68203a23d684882da0c191f10cd,00094dc8ae477b4d05544650b1a43a0a4bb3677127d8162ef078d4cf51840101,-1,1
112,Training/OLP/_472.jpg,5,88178f2c52a0fd2fc456366733f1aac6d678455989a749604ffafd8dd9f732ac,d8c3ecf399c830eb8b31a1aef3548aed7fc06c5021788beac5e820c960392808,-1,1
113,Training/OLP/_418.jpg,5,ca642c019433e3c2f7ed57084abe453a97987723fc0abc3efe7e1f13a1f005f2,8fc4ce0a7ac688dacc5d88eb6174436cea232c7456402aa451ec60f249781cc5,-1,1
114,Training/OLP/_473.jpg,5,0507a0b76c4cfcf09f47879930a607489029b1f38e1282637baf4e83c5e4179b,bf4494a417fbd587ef860df8eb3374635fc8738c48c32ec35a2fa23a671eb93c,-1,1
115,Training/OLP/_415.jpg,5,99e925b34f9a63932a12cea175e0175b2ffb99e1c5f9412625cec6814242b9ed,c378ac5e2b5d57dbdd355b59ee4045133cda075340b37f65ea3a818c7414d66a,-1,1
116,Training/OT/_436.jpg,6,d3476f5c0985f52969f1db74c0a45765755487a4c013f6c49496047457bc5232,a51d5326cdab0f4ec98f6f4c9465ad7decc8fc54c7c8f0510802ac23e628f752,-1,1
117,Training/OLP/_449.jpg,5,c41eae276a02bf4f3b957caff2baeef0b569a8512deedfb3152e4e4e5ad0bf4a,076141bbe5c697a94b51d2547b0547a61c6251d989df31670e86444a44e9705c,-1,1
118,Training/CaS/_460.jpg,0,2514d8b587ec2eabfafcca4395d8568eee8331a0ce0fda449f267114a4e36986,5a683178db98b910ad6a793ce6ddad05a41e1948093a503deadcdcc46a09e71e,-1,1
119,Training/CoS/_416.jpg,1,db4005bff3af0e3514f58e159e444c0fd233dbea231cbe7724a15695159a9dbf,0b24f9da89e7498e2df4433fd93730e55502dd2aeda8d20f1612f40ec962a257,-1,1
120,Training/OLP/_407.jpg,5,9981fddcb33228d03567e195e933578c2636a4ab74e02af2b7c96b0a0ff89dbc,ae3b9d5fdc9fbdad09b49f05700d15f60ebdfd635261be97e35f9e276a71cd84,-1,1
121,Training/MC/_458.jpg,3,9fff0d689fc0da86fa44fce04fd8971ae7af5b59a1c6d0e4ff2296d279410e9d,e689b1c603ed4e67d01dc70cdcd6bb5447d40ffeb7e0e9e70fc420a6680848f1,-1,1
122,Training/OLP/_422.jpg,5,c2d45bd7b8759521b5c563f5f7128c63480d97c5d5d39afa4f43d04f74934db7,89c25511f6989a08071eff726cf4633c720973a8dcc2bb078aed658cdee6e31a,-1,1
123,Training/Gum/_436.jpg,2,c4039dc16ce021aa3e41574156a5dac0a7f5dcae6ea494ce142626dd59d9f6d7,7eb285d397e64c77db34afaedc976990ab05014450e6f5d37c21b67f8e4e6830,-1,1
124,Training/CoS/_447.jpg,1,36f1e31a943e5078feb0cd22137fdafaba44e34e2812afe1ea6f90a5247744c7,e9ef3ea234f0b208176658dcc27a131befb8454eec6c6a31d153b8698f8d1eed,-1,1
125,Training/CaS/_417.jpg,0,69b4e8e7ce3395b742d047d0c6aab885b3e71ecac11b1cff568928c8f87a15e4,4d54afb54a6071489e000e0ffeea295b60eadc0695d960a90d5d17cf82294993,-1,1
126,Training/MC/_468.jpg,3,f07bfa377a65e2fa1722191668a73e8c3328f6f392d5ce3bfe96d948e4f0cae2,82a750ecce147f04967c2e0ea372acc8d11f1d9d9eb5972afe4a3070620cbf59,-1,1
127,Training/CaS/_424.jpg,0,443c13354db4ccfff43a82bb34946e40e64d18874e226d5badc06122df72f587,efdbf24e88f79123adbf13247cd3b39f301b099c556a27e27f0e27e7e31d6688,-1,1
