dataset,fold_id,pool_index,part
aptos2019,0,258,train_sub
aptos2019,0,260,train_sub
aptos2019,0,261,train_sub
aptos2019,0,264,train_sub
aptos2019,0,266,train_sub
aptos2019,0,267,train_sub
aptos2019,0,272,train_sub
aptos2019,0,276,train_sub
aptos2019,0,277,train_sub
aptos2019,0,278,train_sub
aptos2019,0,279,train_sub
aptos2019,0,280,train_sub
aptos2019,0,281,train_sub
aptos2019,0,282,train_sub
aptos2019,0,283,train_sub
aptos2019,0,284,train_sub
aptos2019,0,285,train_sub
aptos2019,0,286,train_sub
aptos2019,0,289,train_sub
aptos2019,0,290,train_sub
aptos2019,0,291,train_sub
aptos2019,0,292,train_sub
aptos2019,0,293,train_sub
aptos2019,0,295,train_sub
aptos2019,0,296,train_sub
aptos2019,0,297,train_sub
aptos2019,0,299,train_sub
aptos2019,0,301,train_sub
aptos2019,0,303,train_sub
aptos2019,0,304,train_sub
aptos2019,0,305,train_sub
aptos2019,0,309,train_sub
aptos2019,0,310,train_sub
aptos2019,0,311,train_sub
aptos2019,0,312,train_sub
aptos2019,0,313,train_sub
aptos2019,0,314,train_sub
aptos2019,0,316,train_sub
aptos2019,0,317,train_sub
aptos2019,0,318,train_sub
aptos2019,0,319,train_sub
aptos2019,0,320,train_sub
aptos2019,0,321,train_sub
aptos2019,0,322,train_sub
aptos2019,0,323,train_sub
aptos2019,0,324,train_sub
aptos2019,0,328,train_sub
aptos2019,0,329,train_sub
aptos2019,0,330,train_sub
aptos2019,0,332,train_sub
aptos2019,0,334,train_sub
aptos2019,0,335,train_sub
aptos2019,0,336,train_sub
aptos2019,0,338,train_sub
aptos2019,0,339,train_sub
aptos2019,0,340,train_sub
aptos2019,0,341,train_sub
aptos2019,0,342,train_sub
aptos2019,0,343,train_sub
aptos2019,0,344,train_sub
aptos2019,0,345,train_sub
aptos2019,0,350,train_sub
aptos2019,0,353,train_sub
aptos2019,0,354,train_sub
aptos2019,0,357,train_sub
aptos2019,0,358,train_sub
aptos2019,0,359,train_sub
aptos2019,0,361,train_sub
aptos2019,0,362,train_sub
aptos2019,0,363,train_sub
aptos2019,0,365,train_sub
aptos2019,0,367,train_sub
aptos2019,0,369,train_sub
aptos2019,0,370,train_sub
aptos2019,0,371,train_sub
aptos2019,0,372,train_sub
aptos2019,0,373,train_sub
aptos2019,0,376,train_sub
aptos2019,0,377,train_sub
aptos2019,0,380,train_sub
aptos2019,0,381,train_sub
aptos2019,0,382,train_sub
aptos2019,0,383,train_sub
aptos2019,0,384,train_sub
aptos2019,0,385,train_sub
aptos2019,0,387,train_sub
aptos2019,0,388,train_sub
aptos2019,0,390,train_sub
aptos2019,0,392,train_sub
aptos2019,0,393,train_sub
aptos2019,0,394,train_sub
aptos2019,0,395,train_sub
aptos2019,0,396,train_sub
aptos2019,0,398,train_sub
aptos2019,0,399,train_sub
aptos2019,0,400,train_sub
aptos2019,0,401,train_sub
aptos2019,0,402,train_sub
aptos2019,0,404,train_sub
aptos2019,0,405,train_sub
aptos2019,0,406,train_sub
aptos2019,0,407,train_sub
aptos2019,0,408,train_sub
aptos2019,0,409,train_sub
aptos2019,0,410,train_sub
aptos2019,0,411,train_sub
aptos2019,0,412,train_sub
aptos2019,0,413,train_sub
aptos2019,0,414,train_sub
aptos2019,0,415,train_sub
aptos2019,0,416,train_sub
aptos2019,0,417,train_sub
aptos2019,0,418,train_sub
aptos2019,0,419,train_sub
aptos2019,0,420,train_sub
aptos2019,0,421,train_sub
aptos2019,0,423,train_sub
aptos2019,0,424,train_sub
aptos2019,0,425,train_sub
aptos2019,0,426,train_sub
aptos2019,0,427,train_sub
aptos2019,0,428,train_sub
aptos2019,0,429,train_sub
aptos2019,0,430,train_sub
aptos2019,0,431,train_sub
aptos2019,0,432,train_sub
aptos2019,0,434,train_sub
aptos2019,0,438,train_sub
aptos2019,0,440,train_sub
aptos2019,0,441,train_sub
aptos2019,0,442,train_sub
aptos2019,0,443,train_sub
aptos2019,0,444,train_sub
aptos2019,0,445,train_sub
aptos2019,0,447,train_sub
aptos2019,0,449,train_sub
aptos2019,0,450,train_sub
aptos2019,0,451,train_sub
aptos2019,0,453,train_sub
aptos2019,0,454,train_sub
aptos2019,0,455,train_sub
aptos2019,0,456,train_sub
aptos2019,0,459,train_sub
aptos2019,0,460,train_sub
aptos2019,0,461,train_sub
aptos2019,0,462,train_sub
aptos2019,0,464,train_sub
aptos2019,0,467,train_sub
aptos2019,0,468,train_sub
aptos2019,0,469,train_sub
aptos2019,0,470,train_sub
aptos2019,0,471,train_sub
aptos2019,0,472,train_sub
aptos2019,0,473,train_sub
aptos2019,0,474,train_sub
aptos2019,0,475,train_sub
aptos2019,0,476,train_sub
aptos2019,0,477,train_sub
aptos2019,0,478,train_sub
aptos2019,0,480,train_sub
aptos2019,0,483,train_sub
aptos2019,0,484,train_sub
aptos2019,0,485,train_sub
aptos2019,0,486,train_sub
aptos2019,0,487,train_sub
aptos2019,0,489,train_sub
aptos2019,0,490,train_sub
aptos2019,0,491,train_sub
aptos2019,0,492,train_sub
aptos2019,0,495,train_sub
aptos2019,0,496,train_sub
aptos2019,0,498,train_sub
aptos2019,0,499,train_sub
aptos2019,0,501,train_sub
aptos2019,0,502,train_sub
aptos2019,0,503,train_sub
aptos2019,0,504,train_sub
aptos2019,0,505,train_sub
aptos2019,0,507,train_sub
aptos2019,0,508,train_sub
aptos2019,0,509,train_sub
aptos2019,0,510,train_sub
aptos2019,0,511,train_sub
aptos2019,0,514,train_sub
aptos2019,0,515,train_sub
aptos2019,0,516,train_sub
aptos2019,0,517,train_sub
aptos2019,0,518,train_sub
aptos2019,0,519,train_sub
aptos2019,0,520,train_sub
aptos2019,0,521,train_sub
aptos2019,0,522,train_sub
aptos2019,0,523,train_sub
aptos2019,0,524,train_sub
aptos2019,0,525,train_sub
aptos2019,0,526,train_sub
aptos2019,0,527,train_sub
aptos2019,0,528,train_sub
aptos2019,0,531,train_sub
aptos2019,0,533,train_sub
aptos2019,0,536,train_sub
aptos2019,0,538,train_sub
aptos2019,0,542,train_sub
aptos2019,0,543,train_sub
aptos2019,0,544,train_sub
aptos2019,0,546,train_sub
aptos2019,0,548,train_sub
aptos2019,0,549,train_sub
aptos2019,0,551,train_sub
aptos2019,0,552,train_sub
aptos2019,0,554,train_sub
aptos2019,0,555,train_sub
aptos2019,0,556,train_sub
aptos2019,0,557,train_sub
aptos2019,0,558,train_sub
aptos2019,0,559,train_sub
aptos2019,0,560,train_sub
aptos2019,0,562,train_sub
aptos2019,0,564,train_sub
aptos2019,0,565,train_sub
aptos2019,0,567,train_sub
aptos2019,0,568,train_sub
aptos2019,0,569,train_sub
aptos2019,0,571,train_sub
aptos2019,0,573,train_sub
aptos2019,0,575,train_sub
aptos2019,0,576,train_sub
aptos2019,0,577,train_sub
aptos2019,0,578,train_sub
aptos2019,0,579,train_sub
aptos2019,0,581,train_sub
aptos2019,0,582,train_sub
aptos2019,0,583,train_sub
aptos2019,0,584,train_sub
aptos2019,0,585,train_sub
aptos2019,0,587,train_sub
aptos2019,0,588,train_sub
aptos2019,0,589,train_sub
aptos2019,0,590,train_sub
aptos2019,0,593,train_sub
aptos2019,0,594,train_sub
aptos2019,0,595,train_sub
aptos2019,0,596,train_sub
aptos2019,0,597,train_sub
aptos2019,0,598,train_sub
aptos2019,0,599,train_sub
aptos2019,0,600,train_sub
aptos2019,0,601,train_sub
aptos2019,0,602,train_sub
aptos2019,0,603,train_sub
aptos2019,0,605,train_sub
aptos2019,0,607,train_sub
aptos2019,0,608,train_sub
aptos2019,0,609,train_sub
aptos2019,0,610,train_sub
aptos2019,0,612,train_sub
aptos2019,0,613,train_sub
aptos2019,0,614,train_sub
aptos2019,0,615,train_sub
aptos2019,0,617,train_sub
aptos2019,0,618,train_sub
aptos2019,0,619,train_sub
aptos2019,0,620,train_sub
aptos2019,0,621,train_sub
aptos2019,0,623,train_sub
aptos2019,0,624,train_sub
aptos2019,0,626,train_sub
aptos2019,0,627,train_sub
aptos2019,0,628,train_sub
aptos2019,0,629,train_sub
aptos2019,0,633,train_sub
aptos2019,0,634,train_sub
aptos2019,0,635,train_sub
aptos2019,0,636,train_sub
aptos2019,0,638,train_sub
aptos2019,0,639,train_sub
aptos2019,0,640,train_sub
aptos2019,0,641,train_sub
aptos2019,0,642,train_sub
aptos2019,0,643,train_sub
aptos2019,0,644,train_sub
aptos2019,0,646,train_sub
aptos2019,0,647,train_sub
aptos2019,0,648,train_sub
aptos2019,0,649,train_sub
aptos2019,0,651,train_sub
aptos2019,0,652,train_sub
aptos2019,0,654,train_sub
aptos2019,0,655,train_sub
aptos2019,0,656,train_sub
aptos2019,0,657,train_sub
aptos2019,0,658,train_sub
aptos2019,0,659,train_sub
aptos2019,0,660,train_sub
aptos2019,0,661,train_sub
aptos2019,0,662,train_sub
aptos2019,0,663,train_sub
aptos2019,0,664,train_sub
aptos2019,0,665,train_sub
aptos2019,0,666,train_sub
aptos2019,0,669,train_sub
aptos2019,0,670,train_sub
aptos2019,0,673,train_sub
aptos2019,0,674,train_sub
aptos2019,0,676,train_sub
aptos2019,0,677,train_sub
aptos2019,0,678,train_sub
aptos2019,0,681,train_sub
aptos2019,0,683,train_sub
aptos2019,0,684,train_sub
aptos2019,0,685,train_sub
aptos2019,0,686,train_sub
aptos2019,0,687,train_sub
aptos2019,0,689,train_sub
aptos2019,0,690,train_sub
aptos2019,0,692,train_sub
aptos2019,0,693,train_sub
aptos2019,0,694,train_sub
aptos2019,0,695,train_sub
aptos2019,0,696,train_sub
aptos2019,0,699,train_sub
aptos2019,0,700,train_sub
aptos2019,0,701,train_sub
aptos2019,0,702,train_sub
aptos2019,0,703,train_sub
aptos2019,0,707,train_sub
aptos2019,0,709,train_sub
aptos2019,0,710,train_sub
aptos2019,0,711,train_sub
aptos2019,0,712,train_sub
aptos2019,0,714,train_sub
aptos2019,0,715,train_sub
aptos2019,0,716,train_sub
aptos2019,0,717,train_sub
aptos2019,0,719,train_sub
aptos2019,0,721,train_sub
aptos2019,0,723,train_sub
aptos2019,0,725,train_sub
aptos2019,0,726,train_sub
aptos2019,0,727,train_sub
aptos2019,0,728,train_sub
aptos2019,0,732,train_sub
aptos2019,0,733,train_sub
aptos2019,0,734,train_sub
aptos2019,0,736,train_sub
aptos2019,0,737,train_sub
aptos2019,0,738,train_sub
aptos2019,0,741,train_sub
aptos2019,0,743,train_sub
aptos2019,0,744,train_sub
aptos2019,0,745,train_sub
aptos2019,0,746,train_sub
aptos2019,0,747,train_sub
aptos2019,0,749,train_sub
aptos2019,0,750,train_sub
aptos2019,0,752,train_sub
aptos2019,0,756,train_sub
aptos2019,0,757,train_sub
aptos2019,0,762,train_sub
aptos2019,0,764,train_sub
aptos2019,0,765,train_sub
aptos2019,0,766,train_sub
aptos2019,0,767,train_sub
aptos2019,0,768,train_sub
aptos2019,0,769,train_sub
aptos2019,0,770,train_sub
aptos2019,0,771,train_sub
aptos2019,0,772,train_sub
aptos2019,0,773,train_sub
aptos2019,0,775,train_sub
aptos2019,0,776,train_sub
aptos2019,0,778,train_sub
aptos2019,0,779,train_sub
aptos2019,0,781,train_sub
aptos2019,0,782,train_sub
aptos2019,0,784,train_sub
aptos2019,0,786,train_sub
aptos2019,0,787,train_sub
aptos2019,0,788,train_sub
aptos2019,0,790,train_sub
aptos2019,0,791,train_sub
aptos2019,0,792,train_sub
aptos2019,0,793,train_sub
aptos2019,0,796,train_sub
aptos2019,0,798,train_sub
aptos2019,0,801,train_sub
aptos2019,0,802,train_sub
aptos2019,0,803,train_sub
aptos2019,0,805,train_sub
aptos2019,0,806,train_sub
aptos2019,0,807,train_sub
aptos2019,0,808,train_sub
aptos2019,0,810,train_sub
aptos2019,0,811,train_sub
aptos2019,0,812,train_sub
aptos2019,0,814,train_sub
aptos2019,0,816,train_sub
aptos2019,0,817,train_sub
aptos2019,0,818,train_sub
aptos2019,0,819,train_sub
aptos2019,0,820,train_sub
aptos2019,0,822,train_sub
aptos2019,0,823,train_sub
aptos2019,0,824,train_sub
aptos2019,0,826,train_sub
aptos2019,0,827,train_sub
aptos2019,0,828,train_sub
aptos2019,0,829,train_sub
aptos2019,0,830,train_sub
aptos2019,0,831,train_sub
aptos2019,0,833,train_sub
aptos2019,0,834,train_sub
aptos2019,0,835,train_sub
aptos2019,0,836,train_sub
aptos2019,0,837,train_sub
aptos2019,0,838,train_sub
aptos2019,0,839,train_sub
aptos2019,0,841,train_sub
aptos2019,0,843,train_sub
aptos2019,0,845,train_sub
aptos2019,0,848,train_sub
aptos2019,0,849,train_sub
aptos2019,0,851,train_sub
aptos2019,0,854,train_sub
aptos2019,0,857,train_sub
aptos2019,0,858,train_sub
aptos2019,0,860,train_sub
aptos2019,0,862,train_sub
aptos2019,0,863,train_sub
aptos2019,0,864,train_sub
aptos2019,0,865,train_sub
aptos2019,0,866,train_sub
aptos2019,0,868,train_sub
aptos2019,0,869,train_sub
aptos2019,0,870,train_sub
aptos2019,0,872,train_sub
aptos2019,0,873,train_sub
aptos2019,0,874,train_sub
aptos2019,0,876,train_sub
aptos2019,0,878,train_sub
aptos2019,0,880,train_sub
aptos2019,0,882,train_sub
aptos2019,0,883,train_sub
aptos2019,0,884,train_sub
aptos2019,0,885,train_sub
aptos2019,0,886,train_sub
aptos2019,0,887,train_sub
aptos2019,0,888,train_sub
aptos2019,0,889,train_sub
aptos2019,0,892,train_sub
aptos2019,0,893,train_sub
aptos2019,0,894,train_sub
aptos2019,0,896,train_sub
aptos2019,0,897,train_sub
aptos2019,0,898,train_sub
aptos2019,0,900,train_sub
aptos2019,0,901,train_sub
aptos2019,0,902,train_sub
aptos2019,0,907,train_sub
aptos2019,0,908,train_sub
aptos2019,0,909,train_sub
aptos2019,0,910,train_sub
aptos2019,0,912,train_sub
aptos2019,0,913,train_sub
aptos2019,0,914,train_sub
aptos2019,0,915,train_sub
aptos2019,0,916,train_sub
aptos2019,0,917,train_sub
aptos2019,0,919,train_sub
aptos2019,0,920,train_sub
aptos2019,0,921,train_sub
aptos2019,0,922,train_sub
aptos2019,0,923,train_sub
aptos2019,0,924,train_sub
aptos2019,0,925,train_sub
aptos2019,0,927,train_sub
aptos2019,0,929,train_sub
aptos2019,0,930,train_sub
aptos2019,0,931,train_sub
aptos2019,0,932,train_sub
aptos2019,0,933,train_sub
aptos2019,0,934,train_sub
aptos2019,0,936,train_sub
aptos2019,0,938,train_sub
aptos2019,0,939,train_sub
aptos2019,0,941,train_sub
aptos2019,0,943,train_sub
aptos2019,0,944,train_sub
aptos2019,0,945,train_sub
aptos2019,0,946,train_sub
aptos2019,0,949,train_sub
aptos2019,0,950,train_sub
aptos2019,0,951,train_sub
aptos2019,0,953,train_sub
aptos2019,0,954,train_sub
aptos2019,0,955,train_sub
aptos2019,0,959,train_sub
aptos2019,0,960,train_sub
aptos2019,0,963,train_sub
aptos2019,0,964,train_sub
aptos2019,0,965,train_sub
aptos2019,0,967,train_sub
aptos2019,0,968,train_sub
aptos2019,0,969,train_sub
aptos2019,0,970,train_sub
aptos2019,0,971,train_sub
aptos2019,0,973,train_sub
aptos2019,0,974,train_sub
aptos2019,0,975,train_sub
aptos2019,0,976,train_sub
aptos2019,0,977,train_sub
aptos2019,0,979,train_sub
aptos2019,0,980,train_sub
aptos2019,0,981,train_sub
aptos2019,0,985,train_sub
aptos2019,0,986,train_sub
aptos2019,0,987,train_sub
aptos2019,0,989,train_sub
aptos2019,0,991,train_sub
aptos2019,0,992,train_sub
aptos2019,0,993,train_sub
aptos2019,0,994,train_sub
aptos2019,0,995,train_sub
aptos2019,0,998,train_sub
aptos2019,0,999,train_sub
aptos2019,0,1001,train_sub
aptos2019,0,1002,train_sub
aptos2019,0,1003,train_sub
aptos2019,0,1004,train_sub
aptos2019,0,1005,train_sub
aptos2019,0,1006,train_sub
aptos2019,0,1008,train_sub
aptos2019,0,1009,train_sub
aptos2019,0,1011,train_sub
aptos2019,0,1012,train_sub
aptos2019,0,1013,train_sub
aptos2019,0,1014,train_sub
aptos2019,0,1015,train_sub
aptos2019,0,1017,train_sub
aptos2019,0,1018,train_sub
aptos2019,0,1019,train_sub
aptos2019,0,1020,train_sub
aptos2019,0,1021,train_sub
aptos2019,0,1022,train_sub
aptos2019,0,1025,train_sub
aptos2019,0,1028,train_sub
aptos2019,0,1029,train_sub
aptos2019,0,1030,train_sub
aptos2019,0,1031,train_sub
aptos2019,0,1032,train_sub
aptos2019,0,1033,train_sub
aptos2019,0,1034,train_sub
aptos2019,0,1035,train_sub
aptos2019,0,1036,train_sub
aptos2019,0,1037,train_sub
aptos2019,0,1038,train_sub
aptos2019,0,1039,train_sub
aptos2019,0,1040,train_sub
aptos2019,0,1041,train_sub
aptos2019,0,1043,train_sub
aptos2019,0,1044,train_sub
aptos2019,0,1045,train_sub
aptos2019,0,1048,train_sub
aptos2019,0,1049,train_sub
aptos2019,0,1050,train_sub
aptos2019,0,1051,train_sub
aptos2019,0,1055,train_sub
aptos2019,0,1056,train_sub
aptos2019,0,1058,train_sub
aptos2019,0,1059,train_sub
aptos2019,0,1061,train_sub
aptos2019,0,1062,train_sub
aptos2019,0,1063,train_sub
aptos2019,0,1064,train_sub
aptos2019,0,1065,train_sub
aptos2019,0,1066,train_sub
aptos2019,0,1067,train_sub
aptos2019,0,1068,train_sub
aptos2019,0,1070,train_sub
aptos2019,0,1071,train_sub
aptos2019,0,1072,train_sub
aptos2019,0,1073,train_sub
aptos2019,0,1074,train_sub
aptos2019,0,1075,train_sub
aptos2019,0,1076,train_sub
aptos2019,0,1078,train_sub
aptos2019,0,1080,train_sub
aptos2019,0,1081,train_sub
aptos2019,0,1082,train_sub
aptos2019,0,1083,train_sub
aptos2019,0,1084,train_sub
aptos2019,0,1086,train_sub
aptos2019,0,1087,train_sub
aptos2019,0,1089,train_sub
aptos2019,0,1091,train_sub
aptos2019,0,1093,train_sub
aptos2019,0,1094,train_sub
aptos2019,0,1095,train_sub
aptos2019,0,1096,train_sub
aptos2019,0,1097,train_sub
aptos2019,0,1098,train_sub
aptos2019,0,1100,train_sub
aptos2019,0,1101,train_sub
aptos2019,0,1102,train_sub
aptos2019,0,1104,train_sub
aptos2019,0,1105,train_sub
aptos2019,0,1106,train_sub
aptos2019,0,1107,train_sub
aptos2019,0,1108,train_sub
aptos2019,0,1110,train_sub
aptos2019,0,1111,train_sub
aptos2019,0,1112,train_sub
aptos2019,0,1113,train_sub
aptos2019,0,1114,train_sub
aptos2019,0,1116,train_sub
aptos2019,0,1117,train_sub
aptos2019,0,1118,train_sub
aptos2019,0,1119,train_sub
aptos2019,0,1121,train_sub
aptos2019,0,1122,train_sub
aptos2019,0,1124,train_sub
aptos2019,0,1125,train_sub
aptos2019,0,1126,train_sub
aptos2019,0,1127,train_sub
aptos2019,0,1128,train_sub
aptos2019,0,1130,train_sub
aptos2019,0,1131,train_sub
aptos2019,0,1135,train_sub
aptos2019,0,1136,train_sub
aptos2019,0,1137,train_sub
aptos2019,0,1140,train_sub
aptos2019,0,1141,train_sub
aptos2019,0,1143,train_sub
aptos2019,0,1145,train_sub
aptos2019,0,1146,train_sub
aptos2019,0,1147,train_sub
aptos2019,0,1148,train_sub
aptos2019,0,1149,train_sub
aptos2019,0,1150,train_sub
aptos2019,0,1151,train_sub
aptos2019,0,1153,train_sub
aptos2019,0,1154,train_sub
aptos2019,0,1155,train_sub
aptos2019,0,1156,train_sub
aptos2019,0,1157,train_sub
aptos2019,0,1159,train_sub
aptos2019,0,1161,train_sub
aptos2019,0,1162,train_sub
aptos2019,0,1163,train_sub
aptos2019,0,1165,train_sub
aptos2019,0,1166,train_sub
aptos2019,0,1167,train_sub
aptos2019,0,1168,train_sub
aptos2019,0,1170,train_sub
aptos2019,0,1171,train_sub
aptos2019,0,1172,train_sub
aptos2019,0,1174,train_sub
aptos2019,0,1175,train_sub
aptos2019,0,1176,train_sub
aptos2019,0,1177,train_sub
aptos2019,0,1178,train_sub
aptos2019,0,1179,train_sub
aptos2019,0,1184,train_sub
aptos2019,0,1185,train_sub
aptos2019,0,1188,train_sub
aptos2019,0,1189,train_sub
aptos2019,0,1191,train_sub
aptos2019,0,1192,train_sub
aptos2019,0,1193,train_sub
aptos2019,0,1195,train_sub
aptos2019,0,1197,train_sub
aptos2019,0,1199,train_sub
aptos2019,0,1200,train_sub
aptos2019,0,1201,train_sub
aptos2019,0,1202,train_sub
aptos2019,0,1203,train_sub
aptos2019,0,1204,train_sub
aptos2019,0,1208,train_sub
aptos2019,0,1209,train_sub
aptos2019,0,1210,train_sub
aptos2019,0,1211,train_sub
aptos2019,0,1212,train_sub
aptos2019,0,1213,train_sub
aptos2019,0,1214,train_sub
aptos2019,0,1216,train_sub
aptos2019,0,1217,train_sub
aptos2019,0,1218,train_sub
aptos2019,0,1220,train_sub
aptos2019,0,1222,train_sub
aptos2019,0,1225,train_sub
aptos2019,0,1226,train_sub
aptos2019,0,1227,train_sub
aptos2019,0,1229,train_sub
aptos2019,0,1231,train_sub
aptos2019,0,1232,train_sub
aptos2019,0,1233,train_sub
aptos2019,0,1234,train_sub
aptos2019,0,1235,train_sub
aptos2019,0,1236,train_sub
aptos2019,0,1237,train_sub
aptos2019,0,1239,train_sub
aptos2019,0,1240,train_sub
aptos2019,0,1244,train_sub
aptos2019,0,1245,train_sub
aptos2019,0,1246,train_sub
aptos2019,0,1248,train_sub
aptos2019,0,1250,train_sub
aptos2019,0,1251,train_sub
aptos2019,0,1252,train_sub
aptos2019,0,1253,train_sub
aptos2019,0,1254,train_sub
aptos2019,0,1256,train_sub
aptos2019,0,1258,train_sub
aptos2019,0,1259,train_sub
aptos2019,0,1260,train_sub
aptos2019,0,1261,train_sub
aptos2019,0,1271,train_sub
aptos2019,0,1272,train_sub
aptos2019,0,1273,train_sub
aptos2019,0,1274,train_sub
aptos2019,0,1275,train_sub
aptos2019,0,1276,train_sub
aptos2019,0,1277,train_sub
aptos2019,0,1278,train_sub
aptos2019,0,1279,train_sub
aptos2019,0,1280,train_sub
