pool_index,image,label,byte_sha256,pixel_sha256,cluster_id,cluster_size
14,train_images/d803598dabda.png,4,9d15670802dba57f0ed202936454ab5c8cbd90fb72257b5986312e39d1842349,714a5d9ad4586773f0bf6d01dface05c76e31b23f45177beaa3dcb92b4b50179,-1,1
15,train_images/70ed3ec68b94.png,2,b3954ec638affedbb4ccb8668e41e79428271f18d9f58479f3e4cd1cbad71fdb,df2bc888a0b0f1579ea13b07c53659409421f572dfc00890a689946c4db2f0a5,-1,1
16,train_images/9be71d6d7e59.png,0,83f6b03f176b708c4692e00daf5a12572a415ce3e7374a8712777a2a3d1dacc5,dbb40d5e2bd6340ac3af407c1415e760edb09061aae283d1c7c9e94720edeb22,-1,1
17,train_images/de2eb5c8aa83.png,0,632e51f3f612bc75fce2a380d2007b384d13c22ab27d930fe29a5df967ee9d41,3519034420628044a80cd8b2ff731b990cb7d77ef549c8ac285221de8f96b71b,-1,1
18,train_images/ae57c8630249.png,0,5401be8fe2e25aaed414a8f7907b66092d6f204b1b403605375bbcb1f5e420b1,9fd4db9044f7eee39e4b84647fded4bcd320c1399f5b2afa655f71aae4853c6e,-1,1
19,train_images/8a81f62320d6.png,0,e014fc6ca8664994c1df05785558bc984a9905957a2d3d8e786be30f5026ca1b,6421600ac1ef90ca438a79570d48658d5591a312e1594165ae78a083369d1481,-1,1
20,train_images/f451eee2b66b.png,0,366f9b004661e24321b076df9d671a68b5225dfb18fb686667053c5d9aba3d9a,5612000ca8235774433fbbba2a32024ea7e9267201662c7cc1a45a414a8a5859,-1,1
21,train_images/5d6239c0fd39.png,0,abf6c4949c530d3cc890955d3218c509e6d994cc81816cdbb53f018d2dfa7e45,c809dad3e1f3601343a06f591f50c1d23e7db610239f40c501960027549e372e,-1,1
22,train_images/cd972e5639e0.png,4,0858449eda73a42c62503f10eca2dc46686149769f5631f6c1dcd80e1b71c543,8bf3bb791f8fed8fe4f6be8312b8bd599a16818d9da054bde0270a3e275a4546,-1,1
23,train_images/38e111cac46f.png,2,d757e009a05836114b58d9b5cba264a0b4ce7ec31663aa0c9fbc0a61c14459bb,2eda12cea92b43025e3e3da9ac6c7cfb60cf3019fb3e61b16c2de54248205cc4,-1,1
24,train_images/e251bdf05b85.png,0,e23ee94e8d8052763594f8411e461c703bf79f08f1bae086ddc1392c53c8cae9,bf6ae31ecbe1de9ec89232b1ec1963218731c4df78fa636200a02022bfdcf073,-1,1
25,train_images/39923b29988a.png,2,11e690fc64310a7307ff9aae1e1eb9fb04e074b5d8145df3919e6f2551ae2a35,3f205d8479b92d28afa16895d295d1f4e61030cb879f1feb84dcf40d6d1ffc55,-1,1
26,train_images/b65ff67743b2.png,2,575f819cc6f281ce76fccb521bc1e67765ab22ff530047d14216184f756689ba,edcf07d84a6df09f23f5d4a164f53457665ebe5ad56a2bdc9d8d074168bfd73e,-1,1
27,train_images/7d261f986bef.png,2,6fe6122554217870ff0b81879ccc189b51f62110576ca1ab0857e26606742b82,15cb74dabb417df863cdee4e9db9384b75507e47fa7f89219bde8dd58ba26ed8,2,2
28,train_images/6810410187a0.png,2,18652af277f0875a50d08db0671ff29a09670bf6817372b334b74045d726e405,c9c7e397cdad94344b4a229e338fa5a820b30d1b7767bf322bb5b679e4edabd5,-1,1
29,train_images/bb2f89488ecd.png,0,9e7db8e386c196bd1154670d477a445265b6f29083968b1cfd07ad045686e191,59b2ccb4bad8cb9958598e5a5888733afc937359672561a2c2fc7786b793c53d,-1,1
30,train_images/f999c6921e6d.png,2,4de8a2da7f2ab41d48a3703697469043e15b26f47f3b66e05d401dbdcf12e760,2eb337deea81afaa5ac49ef8e879c25c6fe7be6ebc40b923e841f382b319a3c8,-1,1
31,train_images/87a9f4d20f07.png,0,a27f2a182fe81415228bcaa80ad145a10f2817db616a0c9f02cb65c6a4ad0571,2455640ca2db1a0f91f96d825e4073be9c3cd8ed51c76227c33394b526e7ffea,-1,1
32,train_images/0a38b552372d.png,0,0834b1baff7c61a7f6715edcc96a031201aea1a4439a7760a9c5156e6afacf23,8dde2a9d0777b0c171e4ae4aadd653d5860d1bc3cfaaf97e2dc28fca2a44c884,-1,1
33,train_images/e16fc934069f.png,2,644863a61ac35064f8103c9c7e412fc534cccddf4872f02ab13ead80cd5bfe8c,9cd8cafd9f76f28db12dea5f6a6294a6509a4ab4f049fcb2a12bf730a5ffded7,-1,1
34,train_images/fdd534271f3d.png,4,3c2acd42fbd97e71cdd371e1d7da16ae3b63ab0a8465f17f77ba4d06fd9fa9e4,2dc46dd7f740c040ea4dfda253b8d4524c0357707faa95fecd3c2fb6636e29b0,-1,1
35,train_images/1002f3fe38f0.png,0,3544983bf9d91e53cfa050f4c491c7a14398c6b4447f018ce88fa5a0c863e0be,25347fc0830b432a087a3939738bebace38504a817a1eaa3c61d060318e7239c,-1,1
36,train_images/2cdcc910778d.png,0,f602ab6009d7ab46dc5b33910eebefca66b27417e11b24c4799c613f07948683,25f776d036c103e8cc68ae6b6d3519d2b3fe161547a2052f200b728a03dae445,-1,1
37,train_images/e9ff9352ccb3.png,1,bfd8e270085d23c0f9f649a134ba73bd279f324f6ee575f0f1ba7a4155b1409d,e2f35230990537f915259582fb4dd8abc34fffa3a3b47f30614d433e9a0ea1f7,-1,1
38,train_images/9a159d4674cd.png,0,58a0f867dc5a550889a33e0afe58355ba132e70505f3ad8e886b937eeeaab28f,2307a0e91b3f5c50ee711a4b3b5a1dbdd4c49aea46e03f0dbe0ba4d5caaeeb49,-1,1
39,train_images/61a62b1dcc36.png,0,304be4a7b4c6f6cac4f68627f5a64c5b1f12cd53f40631e8c1b26059e37a2673,1095b5bbe14d17d31088198acfebe113286b254420495b9c07feac5217d17dcb,-1,1
40,train_images/22895c89792f.png,4,a66fb1c8e79f64020e8afcedc7ae51ac6bd85b9c961a0a32ffbf04e1fc4538a5,58dfbe7cbf3ff3072c0e329a333ebf5074020b8abba2ba00bc2400b90ebec788,3,2
41,train_images/f4df3d86688d.png,0,852affe1fa12dc605be0f35ca153883acc7669c76b9c391a7e17ceb007df287e,034f22bfa60d9e20448471fd112f4557c0a8a16cf0b16b05666ba0cdd6fa689d,-1,1
42,train_images/51cd8d2057fa.png,0,f8b919adae4ec2065c650f0fbfbbb0ef3ecf1f0e889699d74b7899dfc7d372a5,5fa3fa4aff9551d1b97ba3e0c941cf5ba05d3ecbe8b73eab52179b97ef53e794,-1,1
43,train_images/f576e45d1da2.png,3,09e072c14bc72af56d0a91a4fc9737bab557f19e2a6e5f099a385127cd8207b5,814432c8827b330af80dc3d0492c1053adb5037d7cdd7753964be3407d1dfd65,-1,1
44,train_images/0c43c79e8cfb.png,0,e28d13cb1b88538da0eb8d88eb60b0f7db404164a2bc01d208d295eb008de9ee,d49ee27de2d838256ef2399cddfe330e4b4f384472f60d7f9976a95aa5e5e191,-1,1
45,train_images/8fc09fecd22f.png,1,d45fd3b93f0f19a65ea39a360f639aa890bf4af67965398b5c73bbe2bfc91974,4025dca5f8bec7c66017347dff836a3054b49fe9afa240ef9e7ad8cc93611538,4,2
46,train_images/59ee65760535.png,2,2cb2f5848f3bca3c08d1d582a0856977c947cf33ee27d0f7297fb4752c4a4251,03b065f8f52d2ccd6d5c971e63846c0a01f12eb46df9f3ae345ddd2e39b5d825,-1,1
47,train_images/6363b360aefb.png,2,59d993555a056be57761c49a5bf67831e2a76f4dff2ca245b610384183e38de5,32161dddb553ce9e7742e84b4ebcdacdb94df303ef8c3ec05fbce172d0269814,-1,1
48,train_images/63a03880939c.png,1,746899e2c660f05a3069eb425d4f45ccad80b8c7894bd6194da39a69e2ab9a02,12bb56f380cecca7aa558c03446098950cf06a2189238343f607bba494a5501b,5,2
49,train_images/5db895d3f1fc.png,0,792f3cf24f8126963ff8db846c8f8ccb633d5d769c5d2d7572b1ee666dee5c93,51754fdc45faa69c0fc6be0257e63fecf99d719b10231dbfd756b3d0df12dbb7,-1,1
50,train_images/50ddd7d976df.png,0,6bb04aa9ecc546699e40dd8cf8068944c39058c0afaf7ef8518552744689d26a,7d0c82e6ce84804b07c02c6b5826b3cc57773248cdcae56d8ddecb8b5de01eed,-1,1
51,train_images/c639d837f5e4.png,0,36f9520af8eba30e5a7682895191533f67aba9ef650ce4c44fe71d9f5de416df,e8e9c4a5048e6347251bb5404564b66173ad3ebfeb5cb37d9ced01f93e51f177,-1,1
52,train_images/9b418ce42c13.png,2,be82994580fd6a9c7a55391aaf470889046b93ab41c1e6ef02ea40d37fbd4628,f17c8f21926442cbf2d1e5ba36b411aa3157dce0f90af3d8d8c5a0238264b06e,6,2
53,train_images/a2163f0c2af5.png,0,421e5c14796f4817b936e68d156d60d8a5ac9dbfcb491893eafb2f46fc53e2cf,e6f2c6e75d6a6b8b587ad70dfb0f42136e3a9fcd148d0b133784addeb9bd848a,-1,1
54,train_images/5ac7a414560e.png,0,4c76c120e84a8584f9cbddfb5053575b1e5fb7e9c0de73866d9b9f868757615a,39d0d185d2de8e6b184d9911012676a4133b00d1f1ceab09de75cc41b6a14fa0,-1,1
55,train_images/e4d3d437b0a8.png,0,0825ee7d97c1ff9b8438133de7e5d24cd7a26f4384355ff28f65d2cc076f1aa7,41c3f3334ef7a846a4ecf662ef40ea5022d0f3d4791931f04484bc25b417dd59,-1,1
56,train_images/ca360bec5851.png,2,c0e47d1c8befdec9ad776d2736db6dbaf848ca0d52d2e2d3550fed41ab253e14,df684065a48b718cfa6c4d1a92463011a0585469e7baf005f1b86a1c9948e061,-1,1
57,train_images/9bbb6c455913.png,0,82de61dc09b71a8780b2f3913e88befca5a5b482595d10bc728f9454fce1b9a2,ca0b45bd8ab8c580d19e523e56da81b66c68b54acbc02d6c98b25b2d0d45ad7e,-1,1
58,train_images/ec0c9f817b03.png,0,3950d62507c33e815f508b8d823f80693c16de62ec306d7acde1168531e69d31,df11a3ec98921dbf693612aac315323da11d8f2cee58bd743b0ef7046b3c40db,-1,1
59,train_images/d16e59a2b33a.png,0,1087a64d655e4648bff8816d0010581bdc21a26d8a21ca95618626a7a973fe82,531df0e7203968d9caf07614d3f4928a734b9750477745aaf08f93db203c3efc,-1,1
60,train_images/aafe980edd0c.png,0,2a15e88ebbed0becf2cf4a9d9cafa9bd0deb0c1d06d534cb4ce8fb644a197eb6,63725bb156ceb903bbd3d7123f1291bc4c76c9482708d500895212a235ce229b,-1,1
61,train_images/3fd45879afe6.png,0,fea234fb7bbe48ed8339d7f73f66ae0ffa6f1cc3eb41472418480c13014e752c,30c56449918e62d2064409456b92749f383b21a07dc99cb73eea9287a88dfe01,-1,1
62,train_images/2ecbc2e3f239.png,1,0f4293edfb9c83cf06216f368c19917944e894e51bc711c0845d3a595426095c,e81e2287157490abe42424912252e492978c29105ec9bd73947d6feb2230f7a5,-1,1
63,train_images/59928f999ae7.png,0,000a7f1d3366c486adac781ba14129f398c485989a8da3ba735167c50674d7c2,ad0989c9b886499e709aa424103d3bf3d017ee6748ad92d272bdabec65a64366,-1,1
64,train_images/4c129470cec4.png,1,cdf0c69195e3b96cd4c1c8df2d2459ae4736614d0b3e6470901876c0421d93f7,d6c5336b8aef49550270655ae4dc960226592c6a726ee42aa75930fad35e21bc,-1,1
65,train_images/aa841de1ee82.png,2,55dd4044d995cd5dfb61201068d42949086f036d8d2a0111e12f48d7f56bac9a,73e2554ef639c96ed2b79f368f3636bb639e7aacd1733418fcd5069efff71a93,-1,1
66,train_images/494fc9c745a3.png,1,6fd846751350f716fe0706c4d6f9aad6933c6c37ebe14c26e1e7ec6aa6e572c1,d1af4ec02abbf521343baea46fe913af2fab1f2e81b04c3cf530ba732fbf05da,-1,1
67,train_images/cd941e5bc659.png,0,c90c76baaf611dcd8fe59d4196f4f81d4ecfd3d54b9cadade973f390172e97c9,d29bd9c33f30f9cc4f39a73085e020b150cf03410fb5f12d3fd845252fd2ec08,-1,1
68,train_images/3732de8b416f.png,0,04f0c6cdfee864db471c56cbaa253c6af2ba1d4a0df5cb84b06e20eb5d4fbb38,94e060ba453ed22182ef6cb23968764e6e04c9c47a10392ebcd60770d0a14f0b,-1,1
69,train_images/0f364b7d4384.png,0,a2196eb5ad6771a752a684d93139788d708cf0002ff9ce17b080c499a8cc8e9b,2e21a8670884965e1e3bacc9104af186303222592b851b17618a22989243dc00,-1,1
70,train_images/278aa860dffd.png,1,405fb8cfa28dafb173a7e5b76c55390dd27bad3e70bc0f55d184feeaa84dda72,6a20c25aab24f0b886ad537fcf5bb9d558434fce0f27c7b8ebd149fd5dcccc00,7,2
71,train_images/39aa3cd93c50.png,3,a298166fab13878271b2d6ba4a5b4d352593a52a24a18cd3b774da3f60c9f698,60e6827da68bd46aea03a417cc3f2c688e2cfd5f00bd90aa10877930a436a34d,-1,1
72,train_images/360832d84ce0.png,0,80e6fe94d3fa3eb076af6294824f007217628767c7ed4c955cd1543adf44e230,74169d127cd41109ddc9119795b9576a051a3584b503b090fb69865106d1a546,-1,1
73,train_images/c90c6b94cf40.png,0,ee1b284b71257f9ac28d9ad1d6ca1daedd8034cdb8731d20ad4941a7dd4a2cf2,931a2a5326cfebb4fd0392b7e5b338d28cfe0a36f0943428b3ad92ac9f545d08,-1,1
74,train_images/4982378d72f9.png,0,4da71aeb1b1d95d60dec5dd6ed3b8c22284a8c5d230af94bf12b72d982eb9d0d,9a52198b23a9a88eb7286c456551f1cef3290891538545420b2d875eadbae6ec,-1,1
75,train_images/2b3a4a81d748.png,0,cd3044e130382a6c238fef8d6a058fc4bb53b8927b1b5c12bbc32ca6d391222b,4902bbb301282c6ddd905e9ca3a5ebe2d9ab2ac1eac7af93c93206bb09f846bd,-1,1
76,train_images/7aabd768abff.png,0,73c3868ef0b2ab60bec1144e3081e76b5ba458dea79b324fccc17b8e7dbf8f56,756c4c355c67be7071b4b6a0c8d8a8d13ea48efeb827014ad6e579e22f7e4600,-1,1
77,train_images/fa6f3d8bb1d5.png,0,df470c0280d6a08e08b22fca2039dde3c78374f71fb2354aa880aabe7e7f42dc,cfbe032b9cd42f881e13b6ce9283d3ee25a8cf891e6166e4377ea6273ec1a941,-1,1
78,train_images/ee059945b08a.png,2,0ec1234e3e1252b3dd8f91bfa28137eb42faa4933aca59b298243164a1ab652a,8ac03c10403f732f86ee541888866c97d8bf8557552060d02fdde9aa806d1148,-1,1
79,train_images/996f9bba4ef0.png,0,cbe2a3aedc758e8a46e8ac3d5aca8e50b94b6aea9be9d1062ebd6f0c33b7f2f8,35cb1db591b5dc4f3cace184ac27dfa90652f7ad178d2b18ee5147adc7ab5e2a,-1,1
80,train_images/8bbd7835e9aa.png,1,fe327c4268e9222f4721fc28dee8e397511b80812383d6349af75dc69fda5a9d,b38811b00086fbf6efa61f9ba7b2baa98c9e088c951923fb71781cee22939c30,-1,1
81,train_images/31616ff6b53b.png,3,005ec00fe1d1b22b92c341d55da0c066e50a882722f8c4db8bdeed1cbe423d7b,5e0e816c047a9ded55bc77449b02b4fa0450f83e5bf01b172cea31f95059e26d,-1,1
82,train_images/838c87c63422.png,4,d1b3e61f13da511010da591f3a015f95accac76618ea5a9fb32cb955e96aa014,16408926131f232702bad8b9dc6db519abfa46a0458d48ac67319358ec47fad3,-1,1
83,train_images/d29b37d110f3.png,0,96449c92a04b9ebff448de4561265fa5ed86afd190420d2c5f6c9819bec63010,b3e93fb8e2bdf1bd4fff555d9e43e04f0bdfa423c87a303b81b5ea7fff56c00f,-1,1
84,train_images/b43440c6ebe4.png,0,ff05600d6b50f95b2eded69835debff1df428abd87dbedcac0724bcb9e52245c,f49e1c3e10573224f8e98b931fe321414afcf39a4247169c63f649051303aad5,-1,1
85,train_images/8d13c46e7d75.png,0,2a23ba1cdc8437ef88cdb52c6f25f1f6b6f469fd1d21fc672977968722e4ac77,d2f22fbe803ab44dbf5045d73ef7490a43bbeb36723a2dc5ce355819da011949,-1,1
86,train_images/6e018411ba4a.png,0,4c46a76f073258273637b138153357558c9d9a5fd00ce958220e3dc992814538,82dfdbf559fe0798c189435496cda646099b2014bf140b6249754ca5da27d58e,-1,1
87,train_images/09c8323c612e.png,0,08873b65ede8a6c4f6e579ca3365c4b82be84232688ba5d3dd532b33f6b1ab08,8b67256efeb38fda7bda02b955ed92c21fdc9d81c4e4e55d1b50ef1545359228,-1,1
88,train_images/b3a994760537.png,0,2440874c31210f8913b6824911fb9cab392b182d25448e41a3e8d1cd2eda8af0,e57a307e83c22a158cad4b349c0c62fa96566f273aa4ed62f5086261e46e1392,-1,1
89,train_images/7f39c36469b5.png,0,67f1d0e83640e0edd0846e2b389c541b2bae16cdd4109806d21e3e303046165b,df2581fd190be09ad708fe4a36590eb5ae505fc784edacb98cd9daa2d05dc217,-1,1
90,train_images/b77b8a1f09f1.png,4,00e29213412bdd1d4a2cf271bcf8f35bd1aeb9c10e09fccc591a136e4f892cca,480f93d7da3ee17710fb94901ba610ccc9c9c9ef13b97b2014a585e0aecd8576,-1,1
91,train_images/a384e688e228.png,0,dfd75f807409464789c9c21fa5ea7e7b802fd78b59fbae34721975b61237d807,290f6c98a8e1db30d019ee6c806029b5466f6b44a6e7e8d69505bd0d6e3b9f6d,-1,1
92,train_images/365f8c01d994.png,1,f259156c8d09f029fee920fe4e3d7a1778266c697c9473f8a3db05b55bee3d54,537b838519833ab062a39a44adbe7fff3f6f213c23c069ac669f9e50478df05b,-1,1
93,train_images/99132193eaa0.png,1,896edd266b80a303ad8371736b0f8d00527d1cc407e974429b5aa1827fdc17b9,640978816d12c3e6595ed9be32b97832727a8759fa2f48fc8b74f853e399edf8,-1,1
94,train_images/8a3eb86ae4bd.png,0,947d70dfbec15534fcdd6af8ce196d60228930ccd03a441a6245bbee39367611,f1fb9d74ed6be17c050b73eef603a14c95c9904a11cd70032bb01278f9ae1fd1,-1,1
95,train_images/f8cf7ed8ef00.png,4,2ea90ac5b2fd19f2688989b9fe8c33956f1e42ef1174c6471d3e1d0c14f788ec,4ae5c3c232e0fb22b94409146e80925117a6eccc0d3c9eadce2501795fc6021e,-1,1
96,train_images/b99794a0beed.png,2,5ca5417c37bf2e5d171a5166935717c34188ea79ad472dcfb68a9db9afb7116e,cf393c656e09abfe2f491fb5881e99bd62b19593c160e7c27ec001e31e420f1d,-1,1
97,train_images/a3ad6c2db6f1.png,1,3a272f5caa3a06898463c09c652aaece86fec15b65d8333d6f827509999b63a9,1692b3478b04b0a2a8b31e825574748f96afa952c0c9612536450028bccf02ed,-1,1
98,train_images/79ce83c07588.png,1,0e4a0e5a3a8cfda02a7fb06eb9dda4bf780999328767107f3542725fa9f465e1,875f7e33f052ce66187d01240da12b4b4ca0257c7834ae4efeb6da0bc1292f0f,8,2
99,train_images/423abbaa5fad.png,2,c7b982ddcdc93e93772d3315c8339c36ead0fcec2e348a7f64996c7e8d6555e3,58f302ff650107f01e2a67ded84f7c8fffe2541fcaacb0777083573fd6b0e3b1,-1,1
100,train_images/d10ef306996b.png,4,c7ee4d320b4422153aef7144e697c900774e852101414baaa02f942b204a5c88,04e63318934dbaf777231dd5edd8c7ba2ad9521d5580ad811775bdcedd743bde,-1,1
101,train_images/887c26fc0e1f.png,4,c50aa1b00f6662db423d7d07c6c5de86bd651730924977a06a5b6b8697e3d65c,5849ae7f80cb36d4e8866ee6a4dad5fb34d81e5443c4fe8b6e7333c44d2642bb,-1,1
102,train_images/19ef4d292196.png,4,655320bcfbf67e14c9e71d7e9b0c055dbe84b8e56f13db4fb656b7401f6f3224,cfbb8c4f2da7fffc1402c1337a40653fb359a802ff7247693f1b1ee97f995a42,-1,1
103,train_images/bfda2fd0533a.png,2,825b776343d8ee8c2195eecb55961ac433960c1bffcb5f7d1385e7c6c52bea4d,1e0215426e2815591089dd3ee91461794f832d91a9b80ec54bcb7395f250b280,-1,1
104,train_images/0fd16b64697e.png,2,f25733e9a9d46f8d666ad2f4684eb99f967a432bebaadd9c15923419564ef800,543f9d2ea4d5fdd9234cf8ef0b7f6b3374113f797e43217b9c6c12a5ad2a2276,-1,1
105,train_images/8d3d67661620.png,2,01f04eb1f0de181a9dae57c5c3e347c12ca019902911d446378f28391b246207,c6488b9dd6b0c0891dcf85c042d907d6f7784c1271b1172729d0ff4b58768a99,-1,1
106,train_images/4360a112db10.png,3,10df804df9e1e911a09e525c210b078d0ef8efe5b66f42291f06c0576af32f80,741e0e49d2f9d95edf5fdaa8cfb9ecaf7e7056707f555cfd5757f64cb9cc4e23,-1,1
107,train_images/8ac0c44bbf24.png,4,3e09a66dfc29eb0e782ff3d44a0ea5963744b7a2fa921365bdf4abbc1aa38731,7ab093ff2ac69f5c99b4423053628e6ddb98d7dd6fd3ffdef9f7d06a0b1b77bf,-1,1
108,train_images/42b9c1977681.png,0,bb3af9c35798941c4c166a709917656a88620ac29a2ace5c6e83b3407a1d3210,85cbc2b295f0793346f7940a853a7a7d41b2f35f989f85eed5ddaa6f9c38910c,-1,1
109,train_images/82ac8463fadd.png,1,742408de3c724ed43c09d6d38f7ec1c4fa40a1c56e7a7768717102226c4ed16b,5cd9c940851950527b873269c74288a453526108bed68a4e83e78d6ee87a2fd4,-1,1
110,train_images/f02babb3a023.png,0,a356cafc1257c6a20b02dc405c66249ca3ed1648a1777f36c215888747382374,dc192b0d39599a4748fc05ede6fc659eea5bf3bb6fc2d06b14e59d1525a5d95c,-1,1
111,train_images/57a5f1015504.png,2,63a6cd4dec3c603fad4d0cb207b792f0ed578bbdb972f8beab14ffb7ca2678ee,1625ec89e7b02f9de0f1cf6c0426837f604459db9b8b8ae21de39a714fa48158,-1,1
112,train_images/73ef3c3dcbe4.png,0,648e11574284fe0838f09a2c54f48b3771961f8c0473902c1e7975d89fd614ce,a2808f10e884b212a52edada5ac4616f255323288247b1eda85cb818bb41f442,-1,1
113,train_images/f1a761c68559.png,2,b422b59189a55eb30cb0c670a97109ad2f05db2418168b19d1e66fbd3a179256,72cbfc507eb423acbdc97e5622ee600758feabc55cb6a1ed3c432bec9dce9825,9,2
114,train_images/c568e5245ea5.png,2,b6feeb00908f3d190b11e151c42b85f31e0d3afdc2b551d260f313f9e104e57c,9fa965ebbe7e24c3ab3d5161cfaa523b86640bf731735216b8b5e8e47b41215f,-1,1
115,train_images/1ee1eb7943db.png,2,e9b292fc12ed6d589d0bf3b96b4f1702d7197d28746ff2458d1ba1676dfe4d4e,b822a3249bf631d8cbbdbcc506f3dad105981b7e1ce72584839d313effa5b87a,10,2
116,train_images/3dbc90c7ee7d.png,1,6b6f8e5e62b9a95ceabe8537b539b73d12afcbffd84ac6ced9c91792c85b34b4,67e68aed22d7e28bbcbe224a29229936e800797753e326c640b786423cfcabc9,-1,1
117,train_images/0104b032c141.png,3,6caef7f25e09486785215d517a03d610048d026b6dc7ea26b7d9eee7f6e1e27f,09e726df8a773dd4aa1d075909a49216d3fa656858e06e33d29768ddbe182b2f,-1,1
118,train_images/286e9981dd9b.png,0,bd0ef81705f50415159770fc745b5121f4608ea125bb34d4cb43d8c01b53b44f,1e651ed4e784a6039d809d4425c84ea52f4343f952088dd48c4ff7c5059f3961,-1,1
119,train_images/8d4ff745a409.png,0,1c18cc2e8773e609b2c102d630c8af06927a6addc577165e913c6d39fdc468fd,a5316afad134bc35d5c90c81f1a42f1d58eda76f57b3cbcdca91e8787a42b9b5,-1,1
120,train_images/3599029efeb3.png,0,0e891fda767c939f9e91f93c625ab9ac95c003fbfc53d2dbcf2e1e905ec6bfc1,4093878eca58e451f72527fc816faea10782fbdf336f70f758bc95d1408b2785,-1,1
121,train_images/65a3b13ad9a0.png,0,12b326503a600e83d6aadfcb0ac6ad6eabd4a523c6bf03b9eb940b8fd448b695,8207261d295d7a5848488e47f12cc7f315ab839067c9fad1df6d70b8cf9d58f1,-1,1
122,train_images/a188c60b93fb.png,0,9ac98c2c15b97aa9ed52c4cbbca06f5b6a3485fd5f0b73645e4ee6b39dc131ca,e15ce84e56f689d4c981ffed1b5c17302e7065d50a8c74aa73557f4c7d9d4d2d,-1,1
123,train_images/7f1f3269f546.png,0,2b44a17e4a5b7ea24654f56998d0df95ab7e6ba32e886eb89fdc768aa00c06b1,a08245dfdba67f139e0fa82ba52c6f1049439d86035a08ed6bc617c9a2b774ab,-1,1
124,train_images/af831c158744.png,2,cd5afe8d82ea7d9f4483569a70cd7c2d2bb7da8fba692e43c0fc6ae61fd1c215,db9bea8732101229d29dfbdc467fa4bf344e82321698c726c70246ed0d72badc,-1,1
125,train_images/e4b0df29b96f.png,0,071f94a04b8b78afcb7687826aba9615c506e8e30e6fed2fcfcd0e4014ee1910,59614d448ef7e9f2e7f3d7579a2a9bd90d450d1e73853b6cdafec6fa83a53148,-1,1
