source_id,source_citation,source_doi,source_arxiv,source_pdf_url,pdf_sha256,pdf_bytes,retrieved_utc,note,matrix_id,table_label,page_printed,page_pdf_index,task,row_axis,col_axis,verified_in_pdf_text,verification_status,caution,cell_type,row_idx,row_name,col_idx,col_name,count
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,row_total,1,Mild,-1,ALL,125
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,2,Moderate,0,No,22
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,2,Moderate,1,Mild,3
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,2,Moderate,2,Moderate,118
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,2,Moderate,3,Severe,1
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,2,Moderate,4,Proliferative,0
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,row_total,2,Moderate,-1,ALL,144
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,3,Severe,0,No,0
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,3,Severe,1,Mild,0
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,3,Severe,2,Moderate,13
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,3,Severe,3,Severe,36
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,3,Severe,4,Proliferative,1
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,row_total,3,Severe,-1,ALL,50
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,4,Proliferative,0,No,0
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,4,Proliferative,1,Mild,0
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,4,Proliferative,2,Moderate,0
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,4,Proliferative,3,Severe,1
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,cell,4,Proliferative,4,Proliferative,15
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,row_total,4,Proliferative,-1,ALL,16
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,col_total,-1,ALL,0,No,1549
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,col_total,-1,ALL,1,Mild,69
S8-49,"Krause J, Gulshan V, Rahimy E, Karth P, Widner K, Corrado GS, Peng L, Webster DR. Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy. Ophthalmology 2018;125(8):1264-1272.",10.1016/j.ophtha.2018.01.034,arXiv:1710.01711v3,https://arxiv.org/pdf/1710.01711v3,56bfd032f71a41ca9b2e1f772ac11ef69d18d82cc89a5ae161a4b27af4305327,621050,2026-09-08T07:05:58Z,탐색적 · exploratory (w11 · 판정 아님 / not a verdict),T2_retina_specialist_majority,Table 2,14,13,DR,Adjudicated consensus of retina specialists (reference standard),"Majority decision of 3 retinal specialists, before adjudication",True,ok,자기 일치 상한 — 이 3인은 판정 표준을 만든 바로 그 망막 전문의들이다. 독립 패널이 아니므로 0.793 은 상한이다.,col_total,-1,ALL,2,Moderate,141
