image,organ,category,finding,label_dir,sha256,dhash,width,height,bytes,exact_group,neardup_group
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/022ade3a-d78e-49b6-a447-609bdc8da113.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,151b201a5cfbd377f64e1aec5ea6d37ad5e54a5873cfe3d03a28485d5532ef63,17345742473605202112,617,530,214415,10,10
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/02387cd3-612f-4358-a4d8-4f3116fb3db0.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,9a25b362ffc1105bd57da149636775fd46bb9e2d0ace89d4e7fca26421bfc815,17649854299597709860,628,530,288583,11,11
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/026d749a-7017-4a08-8920-8ed44a168f7e.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,f92e1641b7ef6807d68f8736964174968e51042f7da72e090758f9a4ddc3b47b,17076797634887835744,628,530,238694,12,12
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/02952c26-912d-447b-a6df-6dd0b15d2261.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,7b8074a5a15e77bbcc08e4c0107fec09347eb6fd83073d31f86e05318a41465c,17921672925390319712,633,532,203433,13,13
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/02bd3e73-adac-40e7-a80a-16d8567b8929.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,f4e0d1b894ab4ea892ce7b6a2bed64236f900a9bfacd266afec9a06d3b94b157,16204199888540477794,634,532,235009,14,14
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/03668dee-c9d1-439f-828a-e9a77583a9a9.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,e297b4e5d159beda7b41d174c7ccb84a4b9c3e46f0126964a6b82286e084a104,17354815436463562864,633,532,210168,15,4
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/03b81c36-0b59-4220-bc00-00cdee1173c2.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,e7dcce68b7187430baaf37e05199a4789d7fa540dbb0e50f1dbee903ae4ab54a,16204200811133153328,600,530,212827,16,15
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/03dcec22-f59a-465e-b438-37e9949450fd.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,5f3cf32bd439db2f167c3e19c3be398b629e51eb368daa91fe0fffad258c07ab,15037783918595029180,628,530,249771,17,16
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/042b5605-43b8-435e-85bc-0e21e4ced465.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,d3162399dec6a38b938126e31371118d2dd114f041018d487a10b0dbfc676cc1,17936980731581984768,633,531,240154,18,17
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/045a9a29-7b66-4ec0-b042-4c527d880d29.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,612d8837b38675a0034f1f5db25b8b001227539d87e39b049e454a03055a6819,16500893214311855640,635,547,245469,19,18
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/04827eb8-7b02-4e85-baa2-e55a6191f542.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,048473debb419b47b0351289f4bad453a99e3a71db1fb57fabf691103ba4f5ad,16204198508374920220,635,547,222617,20,19
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0484bad7-8e24-47be-9a16-86e861c67eee.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,40f27180e045d0dcdd43cb0a3e8e9aeb640fdae75db25ab25c0ac26aede6771d,16485082024989972076,635,548,265820,21,20
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/04a2700f-b444-4b71-a956-33186e665b3e.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,569708c6cec10ca69b1c5468845389f5bbdd6df64200e7ff83aff77914afb15f,16195103209254051904,633,532,216879,22,4
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/04b6e35b-5ece-4af3-ad0f-a09a6fdb62dc.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,ac2bae8426c29aaae8bcf89f1333c682ed30923d3fc4fe2be907036b40ee96ee,14177552356084834400,633,532,226218,23,4
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/04dbbb77-4cd0-4a28-9260-256b95d02bc8.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,5d3933e412e73605d7546e88fcd621374ec177723e281518305007fe313f759d,16208569855599200352,633,532,187045,24,21
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/052b1a76-5694-4542-8903-4f0209a6203c.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,06a21e245ee2fbadf93350576bf3a426a552c07f533b451b61b40652456f0eef,16490742336651816992,633,531,232714,25,22
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0547ea29-b470-4f81-988f-af778254f03a.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,82b3f402a3e53bd01f4a84f37dee63a9e2322948192fea5cda474265dc2972d1,13875644261974168640,633,531,223630,26,23
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/055f25cc-a2cd-48dd-9900-958f5d794e0b.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,96ea512ab6e496bc23a880dd1dc8cdf284065aa89d738811c4114f89cb086050,17361548759903264864,635,548,263560,27,24
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/05d44203-878c-4655-ac4c-d90e890bdc0a.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,dc5b6486a15d4bbf45e17cdbb9997fa8bc7f78ebc9f8fde6cf5d1e71063ddcff,17940918104330083352,633,531,220826,28,25
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/05fc4f81-db11-4af5-87da-f9fc2f752842.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,925a6a6588eeedfe30d8a7f7fa979a5acd39974405d253286ab9116592d9e443,17344680095593293536,635,548,261944,29,26
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/05fc635d-8423-4727-a3f4-367f753ba279.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,2d1a858d8211bfa5a8d6309c0db9780ca3e19c7d624c93c52aaa55282f378f11,18230279795160940736,588,530,198172,30,27
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/06158368-8187-47d6-a724-c2d8d1a4c4e0.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,52bae4d8679836893a301e13d7ae4f265fb93b6cc474df9f7081fd0281c23d6d,17357087170781851704,628,529,267200,31,28
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/068f7144-850a-4ad4-8623-2ab40e16b7c0.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,c19a7474ec1aa7a465cb070f4a18bbd0f31af7b4f3ecccfc517697c35874ba8c,14159511639088455904,635,548,227393,32,29
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/06a4e549-df04-428f-a370-aa6bce87e9eb.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,de649d629f435ea512ee20a8ab3311fa74cb56bf9cef91e69cb9d46f98638b86,15345647363747485704,607,531,188721,33,30
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/06dc4006-6b03-46b0-aaf6-0af47f27c68a.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,ba2ee3de63e5e75f167dbab6f9d9dc97ab601a0d25f9f9bd71abec425316972f,17075671425036739296,635,548,219477,34,31
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/06fff1c3-0d03-43c0-8850-4c6146198cb9.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,420ffe35720beb14c595a668ccf62f4c5ad660acbcdcd323d0d1dd5b7471931b,17363875618968582320,628,530,259550,35,4
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/071f886a-3e66-4377-bd19-b55832bbc23f.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,be18915ae6ca863295936eb306004fb51055808e42e1f25864691a1ce349f828,17362745286120728808,635,548,262021,36,32
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0724d289-be4d-4ee7-b39a-9105df9b1686.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,fd323b04cd867201bc83d395610992a96577d0384944d8116a5e81e98c70168b,15905841930394011172,628,529,255766,37,33
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/073a859a-f7e6-48ba-bc11-25bcd313c323.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,6654d172fe64427d8e3888c96f55b34f2e475e776ca28fe45e43515270029151,16205306989561526448,628,530,228700,38,34
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/077b7f3e-3a51-43e1-aa27-b414c99ce5eb.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,0b0dd825dd73379317255bed3924ce0ee556b08933c0a5bc2e97e0991fb66085,13871228210489880672,635,547,244639,39,4
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/07d5256f-0e67-4df0-a7aa-3d7116c4960b.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,0540db0ccc92aa7499def728f25f20d1e0f41c98455653a7c789cc994b67dc0c,16195094415044534368,633,531,228803,40,35
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/085623f8-d2fc-47c9-8d92-7b370f23386f.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,e769b2ffd7f69696eb0f616c54d39b2aa896fa71540e1665ced6e8f8e0c06d59,16208728772405633136,635,548,254158,41,4
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/08e91eb3-1cfd-4ef5-88f6-672ab70acb96.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,eaea0fe50f2c1c1cf79291357e1077f3d009b277f401a7fb1440ead05fc71930,18211638442592854112,633,532,234987,42,36
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0901cb71-3f85-4d4a-b5e4-67f7b614f692.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,b68d1d0f4a1f055fc80884d4b4c9db94eca9e5546aa5d43a60e4b649c7181133,17653222754802999456,628,529,256796,43,37
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0905dab6-8295-4e9d-9e85-8ea6269ff3b9.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,71de0e5bfbbba98dfed61192a6264b00d248de1580a47c28b284830858b80e51,18221228323284463672,633,531,207238,44,38
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/090d30fe-473f-4c13-9acf-d674dcfbd092.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,5c84d385c73546a6ff1c16163c944afc8f0ceea09248da255b400f15d0201d60,16195103142686253152,606,531,192907,45,4
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/090df806-3eaf-4621-b5ed-518323123cc7.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,5c91fd2205dbd7e98abe50a1ba7e75e8ac28c0a3f9d27ae11c7d29b95bf70d0a,10583927003037065440,635,548,250215,46,39
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0924f36a-430c-4c51-ae3b-a2d970391210.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,a90b13c40a8a497eaed0972a9f262c5cad5ef4139badf062d4cc0c90f851bd4a,17363903215358746300,628,530,237408,47,40
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/097df7d3-1ce8-4512-9b2f-d39bcce8ca5a.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,1542e21c44376dfaa4426e4ee2c440403052b8aeed9aa160b2b3f9de1ff0da81,14903238965120241904,609,529,218708,48,41
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/099db767-3910-4e5f-bdc2-0127011b6de1.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,3fc7bec0b8fb4cbf4b9badd3cd1bff0056d961dd8b6ccc0d3a2845ea438aa3ae,13898355568552403552,621,548,230122,49,42
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/09aca9b7-3b72-44eb-9413-96a6e5709dea.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,e75dd810df543c29478dcf031167b5794cf5f377047cee7811213c3c78a43f8f,18230200690153119840,633,532,215681,50,43
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/09e87e94-a4a1-4a0c-951d-15b5ff163961.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,d29f01f6ac4f67a3083cc69acf3f2cb4c9a70dbc840cb59a9c973b1d87ee0581,17653757590400558656,633,531,248725,51,44
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/09f59968-77dc-4d7d-8dac-e9a36ece4948.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,2d36221061afee872a62c04fc1aec39cef10846be6f9d16bf6d7503fd6750b5f,14449406460252003932,635,548,246300,52,45
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0a4c2cc2-a86f-4cac-84ca-942b17a6e6db.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,7b1b2e273906dcd3ef865ce84b939f6a9458396088805fdcd545b6d821e4d177,17067774989286684776,629,530,228766,53,46
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0a760b47-04dd-48d8-844b-cc5e64a75d36.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,aa4064a50c19ed7ae4328c1e0dabac1e71aad7de0c719038eb207e0ad8aeacb7,16196847345213507164,635,547,278159,54,47
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0ab90323-3fb7-4312-ad67-cd2070fb35fd.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,80474c9860914b1ed9d0671d2a01c099459bac835037a863a63ae806f65e2403,17940230474347851004,632,532,193063,55,48
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0af13626-c36f-4682-b27f-1c2e50533bb9.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,8af5b7c7639c7cdb3e0bc938549a34a1bb09a99554d387cfdc60011c8a54070c,16627519453212461164,633,532,220178,56,49
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0b15f9c7-53ce-4977-8b09-d1620f398861.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,0eba21a02f4a78bd83fbf62edbd6513a2a8cc7bee7e8f51d90593427ada7a331,17361579941366358240,635,548,252510,57,50
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0b2900bc-e69e-4520-9f19-bda9325b141e.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,846e773edad880ce47a7d5c42d7c84e79e3d910453b83515e89ccffbe3306f35,13880305994244319456,635,547,234510,58,51
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0b655577-ac60-4084-bf6f-f59e05671d40.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,30c5f6675b309e95911bdf09b1b83ae92c9892330573c9818a7658f065d58f6f,17941475362913394928,635,547,247451,59,52
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0bb07e26-046f-4fa9-9f2f-44ef9ad65de6.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,5f8c22482330c4082d12e2309c271b1999169838ba28081f2d823ee6e0b0148b,13889313045850927120,633,531,212521,60,53
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0bb3bade-c072-4926-a62c-ac9baeeff21d.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,0406f223706802ee2e19eb5213befad002d11e5994b492eb791016f82f95a6cf,15625391505782217804,635,547,228445,61,54
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0bdacebc-6019-4aac-ae79-03d51e41279b.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,3705f0ee0c2546550dd7e026795e86ff29083896b56b00182442a1aab016fe65,10590987053303335940,635,547,260152,62,55
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0c4055b2-f0b3-4aca-9ead-c2affbd288c6.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,777f17b1a36a879b43230980f33e6642ca7307668df2f8c4c552e0a3be3797bb,17936822384559531604,633,531,211909,63,56
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0c574459-7a6c-49a7-a24a-83f14a217ad7.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,98e942ac5373df842b8c5d8798aa729f27a5a25cf93c53de4cb07e80d7efc458,17357120082893889632,633,531,218390,64,4
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0c7f8e84-5831-41ae-95d0-4240feb746b7.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,afb775c930cd180d465721a9362af5926d70eedbedfb5549ad59004fad901598,17924564597719732416,623,532,222594,65,57
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0caf3748-93ef-4823-893d-cc4bcb6012c0.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,5d003cba14f061e441e7f5c1ac6078025ac46683d227a0ed468ca56fb121ccae,17938084571723620448,624,531,226674,66,4
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0cf9e0c8-5dd7-4657-9f79-fc4a2e8b7f86.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,cd2465ff877682933e888d0063d96195ee4cd110e11554d2333cbc5c81a308fd,17940362862761894000,633,532,229129,67,58
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0d1c6f14-1891-4c1b-a11b-64f73f21862d.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,654aa03a33e54bad3307567d0c5b87892186540b7b61f8792c92a159dae5a52d,17363266309239084108,633,531,220795,68,59
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0d63ea03-407a-44f4-a8e8-7af9fa7b72b6.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,8d7a0f02654625d107436af24393e39c2d14c76074f7365aaba02316d9324884,14163979778790549536,633,532,201081,69,4
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0ddf456d-1fc8-468a-a78e-7dd03e8e51d8.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,395f1009ed7362f1f955bfbb0137de2b7b7c67df3554ed671fa0bd83ee683c6b,15042260905057333424,616,531,220112,70,60
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0e0fe80a-cad2-4e83-a028-1281fcd59926.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,0bd2f4744498ca48a1a9a89f4e66799ecea1a2d896bec756ae3a4460650faf2c,17906471086516613172,611,532,204874,71,61
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0e393985-d2a7-4211-aff5-ef331abebf82.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,1b05e63df7b68bca7bf622e7b806ee1c2404a29b0fd423a5a6ee9547621e7a5f,11289457984221769972,635,548,219585,72,62
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0eb29c65-f36d-4f68-9125-f3b861b9fd0b.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,e0f2c4e1e55cd52b6df920e9889ff3328b0c6315befca3e6019c99f64a18fb69,15046729406984103540,635,548,263603,73,63
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0f002100-95d7-4c31-9a9e-532898053829.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,e7aa8b867d50421a3e5568c05d9ad56545fe50e459d49327b2ac40b52d70a024,16204127814169944176,633,532,227716,74,64
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0f09a2a0-d78d-43b1-b849-eb6f2c3d9fa8.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,f422f1e8a146374dc367d899378bb074b7a4394afb7649020627391cbb24758a,15031525428408705760,635,548,239164,75,65
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0f2c030a-2bce-4251-8e20-bd7f99a42257.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,bab273afb2ee44895e3cfe029baca18a0e0ebe94cd9064ce36be50c0373efa16,10129182243776712856,633,547,238039,76,66
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0f7d9301-15da-476a-939b-cc1d7fac0cc5.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,76b1f5ca52067a66e3597a184c88e973b47e00476de9751a85e9ab0b8ed557ad,17063804458459668076,635,548,269280,77,67
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0f7ecd14-d07f-4f4b-8c54-1146bbc8ae37.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,649c6f6c45ff206d21ec5006819683dc15ffe799715ba19ea05cc2f64ca2416c,16041291054197080322,637,529,232097,78,68
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0fac643e-0cea-45fc-b470-56666ba60e90.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,551941ae3ae9e80f0989677ffcd8ec1b156103d93f629bdae9a804abe179933f,18221206418983117024,635,548,243925,79,69
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0ffc15ab-6b4c-41fd-865f-8f5f0812854b.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,59572c960de31b1e706c75c79a453b304e4bdffef8f8365e04adeb8deb0407b2,17361641481138352304,628,530,256609,80,4
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/102dfa01-a4ba-4d1f-8eef-f9a0ccd42a31.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,ce9c62bd7ca7624430015f80b62f77a015991834b481697c948d5292af0efc52,16490766595600441440,633,531,206437,81,70
labeled-images/lower-gi-tract/anatomical-landmarks/cecum/107d6261-ac51-4e0f-b6a1-8287986aac8d.jpg,lower-gi-tract,anatomical-landmarks,cecum,lower-gi-tract/anatomical-landmarks/cecum,81e63c00dda7c5b56d133120c1083461eb00bf86616bb7a4486d9428eacda506,15924368689800766584,635,548,242279,82,71
