pool_idx,image,task,label,neardup_group
72,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/c3b37e98-297c-4d61-afd6-fb83b432ffb7.jpg,hk_u,0,7820
73,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/8e7cbb11-4c0d-4739-8438-00c00a376bee.jpg,hk_u,0,7626
74,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/159115b5-f256-4fc0-ae0c-d60b513d1b9e.jpg,hk_u,0,7185
75,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/7e3066d3-c15f-47aa-9f7f-1fa45f466de3.jpg,hk_u,0,7550
76,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/a77119d1-65d4-4a2b-9a04-65ff9d9e55d8.jpg,hk_u,0,7709
77,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/8bd4f04f-bc91-4fe7-9aa9-9b6f177b37c6.jpg,hk_u,0,7611
78,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/5a49df04-908f-4158-87f8-562786132e4d.jpg,hk_u,0,7424
79,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/47a3a188-1b49-4c37-873f-160fe486f2fa.jpg,hk_u,0,7364
80,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/f9db58ef-32e6-4762-8bcf-8c3c0fdaeb74.jpg,hk_u,0,2721
81,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/db789b96-d410-4c54-a736-01e628cf5a91.jpg,hk_u,0,7893
82,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/10fc85d6-99eb-4dd6-884f-70cf6c84d8bf.jpg,hk_u,0,7172
83,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/ded3a436-bb3c-4d2c-801c-60121d70a25d.jpg,hk_u,0,7903
84,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/8900b87b-9d7f-42f0-995a-343091bc2f09.jpg,hk_u,0,7599
85,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/0c61343a-52a3-4f9b-85c3-732637968885.jpg,hk_u,0,7152
86,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/e583c58f-aed2-415e-8115-52475c1d3f85.jpg,hk_u,0,7932
87,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/71cbbc93-5b90-425c-9218-8d0893666003.jpg,hk_u,0,7502
88,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/2f497df2-b578-4d87-8850-8c3e135bf63a.jpg,hk_u,0,7285
89,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/3abee2e0-7a7a-4f19-9095-df520d0893ad.jpg,hk_u,0,7323
90,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/49bb9c7f-c5de-4057-ad98-f5ce67e62718.jpg,hk_u,0,7372
91,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/3b7dc8c5-a9a2-451f-9525-13330fe00d9c.jpg,hk_u,0,7324
92,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/67f302ff-2d44-4172-a93c-517269d5b945.jpg,hk_u,0,7467
93,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/4c274644-50f6-40c4-b460-46b7589ef596.jpg,hk_u,0,7376
94,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/bd73c583-ee2f-4a8d-aeb8-b031d7a64d4a.jpg,hk_u,0,7797
95,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/848ebec5-b529-40c4-8f01-e078c7e55d47.jpg,hk_u,0,7577
96,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/00d7cb9f-e111-424d-8d78-bf4f0d5bb232.jpg,hk_u,0,7110
97,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/aaaa9339-6864-45af-ac0b-41ab848a8d1c.jpg,hk_u,0,7725
98,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/4cba81e3-07f2-44e5-a553-34d22cbd9fff.jpg,hk_u,0,7380
99,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/7060c6d6-628b-431e-9485-c74de41d0f19.jpg,hk_u,0,7500
100,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/8ef87376-7dd9-4651-9bfc-e337d6a9f06a.jpg,hk_u,0,7627
101,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/f2a06ffd-d057-4ba7-b7fb-bea559b3717c.jpg,hk_u,0,7977
102,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/c855a073-d11d-4ddd-8f45-de0d8ef060d5.jpg,hk_u,0,7838
103,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/700c4a39-b552-460d-8194-adee38be18a2.jpg,hk_u,0,7496
104,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/5be30e60-b286-4132-868d-ecf3bd42f489.jpg,hk_u,0,7429
105,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/a74aebfd-c7ce-483f-b5f3-e997fd0f427d.jpg,hk_u,0,7708
106,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/666c2267-79b0-4227-abe4-add3ae994380.jpg,hk_u,0,7459
107,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/292c31f7-1008-4ff5-aedc-d48486e83bc6.jpg,hk_u,0,7266
108,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/75498271-4808-458c-9477-10bdc7ccc8b7.jpg,hk_u,0,7518
109,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/e96e4faa-8029-46d9-9d95-c7c495ccc90d.jpg,hk_u,0,7941
110,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/b1395c60-1f4c-46cc-80ef-02ada839dc24.jpg,hk_u,0,7750
111,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/ac088f64-b711-4f39-a520-1d87368d6621.jpg,hk_u,0,7729
112,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/43876f2a-330a-4cb1-bb6a-224f020d8723.jpg,hk_u,0,7348
113,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/8ce2d9d7-224c-4b21-b675-1d260002f024.jpg,hk_u,0,7618
114,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/d5981fbd-a2de-455a-b429-68267523b89c.jpg,hk_u,0,7878
115,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/9fa52ebf-8296-4fb5-b784-7b36b4d273b3.jpg,hk_u,0,7685
116,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/16fcb913-399f-49ba-92df-d10db6608929.jpg,hk_u,0,7193
117,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/11df432f-6e22-4110-9f00-c984ea1de003.jpg,hk_u,0,7174
118,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/1979fced-4f03-4c54-aae9-09cb60ac5f16.jpg,hk_u,0,7198
119,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/352c7a93-73cf-47b7-bccb-1cf63f3207b3.jpg,hk_u,0,7305
120,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/32bb6c39-5018-420b-9fa7-142aa1b907fb.jpg,hk_u,0,7299
121,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/942c031a-8d09-47ab-a578-ec648ff7d72a.jpg,hk_u,0,7636
122,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/a45f94db-2286-4cfd-8581-186a6df777fb.jpg,hk_u,0,7701
123,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/1103c615-2ca8-4eca-9a3c-7247e5683ceb.jpg,hk_u,0,7173
124,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/026bf4e1-b82c-4920-a237-1b566d2a409c.jpg,hk_u,0,7115
125,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/f8c2d650-bb33-403f-9527-7a5138843a7e.jpg,hk_u,0,8002
126,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/6d751d12-fa82-4e07-a894-0a318ff4c146.jpg,hk_u,0,7488
127,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/544e0ffa-e953-47b2-ad5d-6a333ff7c9a7.jpg,hk_u,0,7407
128,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/05d74c06-c84c-4bee-b1ae-196b5ba8c5b4.jpg,hk_u,0,7129
129,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/07a7383b-7068-4424-8271-e7c58c14616b.jpg,hk_u,0,7134
130,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/047779d2-7cdf-4ae6-8a03-657e7ec6525d.jpg,hk_u,0,7121
131,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/1dd5282a-3d1b-4d45-a187-22340a48cb9a.jpg,hk_u,0,7216
132,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/dd651874-c548-4206-a2c9-94242150b2f3.jpg,hk_u,0,7899
133,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/def23617-a97c-41b7-9cf0-e231879c590f.jpg,hk_u,0,7904
134,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/dd63c386-9a89-4523-b700-20d6ee95a6c0.jpg,hk_u,0,7898
135,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/24428a33-7a92-4b7b-bf05-5e85a8d6baf3.jpg,hk_u,0,7245
136,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/616bcbb4-00b2-4f28-bd97-6e64cd9eb6e5.jpg,hk_u,0,7445
137,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/0cb83fa9-7c97-45b0-af11-433dacfe85b8.jpg,hk_u,0,7158
138,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/c691e001-391e-4cad-ba4d-6f553cd4e9cb.jpg,hk_u,0,7829
139,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/20c95ece-c8fc-48f0-bf14-5774758cba30.jpg,hk_u,0,7225
140,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/dccc44ca-5053-47f7-a84b-76db44fd4ef6.jpg,hk_u,0,7896
141,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/c6f9b506-bdbb-4914-bb14-8c12cb09943e.jpg,hk_u,0,7833
142,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/6de23996-c40d-4da1-a11e-141ce8218fe2.jpg,hk_u,0,7491
143,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/0cf5fa62-e934-4944-a24a-d3ad29b4b1f1.jpg,hk_u,0,7160
144,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/aad20723-daa3-4856-93e9-e32ff435581f.jpg,hk_u,0,7726
145,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/057b8126-e512-48c3-9aec-338c651dec44.jpg,hk_u,0,7125
146,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/b01c49d3-1b0d-4762-a9c5-58f9493a3e66.jpg,hk_u,0,7747
147,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/ada05ddf-b78b-4fc7-8391-5107889d4a7d.jpg,hk_u,0,7737
148,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/fa33c865-bd66-4d34-8e14-2fed3b504695.jpg,hk_u,0,8003
149,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/ec9b1263-c4cd-4a01-b8e5-57af7cd75054.jpg,hk_u,0,7958
150,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/f6925866-4158-469f-98b3-bc7e270f262a.jpg,hk_u,0,7991
151,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/82034b72-78a3-4848-8036-e2b24aee5253.jpg,hk_u,0,7565
152,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/84b2561b-cd33-44b9-bf54-ea2bebbaf2f4.jpg,hk_u,0,7578
153,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/8e09e5d6-a209-4306-aaa4-123c7a2f2a14.jpg,hk_u,0,7620
154,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/8b2130af-cf7d-401a-afc7-739e14492d3a.jpg,hk_u,0,7607
155,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/fc315085-6e4e-4bd1-b58a-c9eee4fdb621.jpg,hk_u,0,8008
156,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/bed1bff2-5dc6-4b80-a601-111dea58ae13.jpg,hk_u,0,7804
157,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/fbb21e97-88ad-45cd-ae60-56ae65ddf512.jpg,hk_u,0,8006
158,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/5d03f371-a326-48d4-b9f3-f782d1df1cea.jpg,hk_u,0,7432
159,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/4572c64e-31bb-4375-8a2b-566f493e849c.jpg,hk_u,0,7354
160,labeled-images/upper-gi-tract/anatomical-landmarks/z-line/9241a8c6-981d-45f3-a45b-65234d8ab2b6.jpg,hk_u,0,7634
161,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/0a7e5397-2bcf-4035-90e8-be38ae22c3a9.jpg,hk_u,1,8119
162,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/71565ed3-4b6c-4a6b-87d3-bbff72f278a8.jpg,hk_u,1,8281
163,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/53727c15-64fc-48da-aab3-b08d7f1881b4.jpg,hk_u,1,8233
164,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/126dab57-3c94-46ac-8f42-4242fd3b4387.jpg,hk_u,1,8138
165,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/3976c6c8-7a6a-40b4-b609-c954c53cce03.jpg,hk_u,1,8198
166,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/04aacb46-a467-44e3-955f-206d0373691f.jpg,hk_u,1,8107
167,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/50a1005c-351b-4e80-a817-6b82b8d20690.jpg,hk_u,1,8229
168,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/f5a59a3e-7710-40e1-b38e-73cd6b39a6f1.jpg,hk_u,1,8455
169,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/67c00403-9245-428d-9b16-be466c97e14f.jpg,hk_u,1,8267
170,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/5ca1a108-5d17-4376-b944-511458e51048.jpg,hk_u,1,8253
171,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/4d715a19-a942-42c1-9842-a393f93d582f.jpg,hk_u,1,8224
172,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/c1e79856-07bc-430b-92d5-cd5f8f8e62c8.jpg,hk_u,1,8386
173,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/bd84eb92-6a34-4495-8867-0832cb611a08.jpg,hk_u,1,8379
174,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/91cd15dd-6487-4efb-a9fc-f08cc329fd96.jpg,hk_u,1,8323
175,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/5fcb7f19-9561-4a96-9dbd-a527346259ba.jpg,hk_u,1,8260
176,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/8dd4e793-59f6-4768-a524-71421b9536e0.jpg,hk_u,1,8315
177,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/8bfedaf5-5a14-45f0-9b82-52fdf4e6fc3f.jpg,hk_u,1,8312
178,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/bb420dba-6d27-4e5a-8bc3-4b48790753a6.jpg,hk_u,1,8375
179,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/7a9a7e1a-52be-4f53-a2c6-9601e12a94a0.jpg,hk_u,1,8290
180,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/11288372-17f9-4ba1-8011-4bbbac7d38c7.jpg,hk_u,1,8135
181,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/34b7a8b3-3083-443c-9122-2865fe6dd70e.jpg,hk_u,1,8189
182,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/e6795797-653c-4952-8aaf-279b1d7255ed.jpg,hk_u,1,8434
183,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/118ca218-18ad-422e-9365-6e647e5fe2bb.jpg,hk_u,1,8137
184,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/b9702f77-4bdc-4bae-bb49-1ebf426bdb17.jpg,hk_u,1,8374
185,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/02cefcd3-32ca-49fb-b7c7-c174e2683c00.jpg,hk_u,1,8105
186,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/5e348833-37c9-43b0-bab2-dfb34a80e3ae.jpg,hk_u,1,8257
187,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/e3705a1b-92b3-4b38-b59a-5c9b4ce5ca16.jpg,hk_u,1,8427
188,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/21dc581a-f756-4590-b0f7-0c8f2b2eff26.jpg,hk_u,1,8161
189,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/75a08be9-301d-4b8f-b6d2-eac58f4361ff.jpg,hk_u,1,8286
190,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/11e5e3f4-d49d-4219-ae77-9f31ee32f61f.jpg,hk_u,1,2453
191,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/715821b1-d28a-4b24-b1c7-c9b0281efb18.jpg,hk_u,1,8282
192,labeled-images/upper-gi-tract/pathological-findings/esophagitis-a/abcd922e-1aa6-4644-82f8-dd1a798e319d.jpg,hk_u,1,8356
